timestamp,clinic_only,hh_only,combi
2022-01-01 00:00:00,1416.6686666666665,624.2381978274,2040.9068644940664
2022-01-01 01:00:00,1416.6686666666665,624.2381978274,2057.573531160733
2022-01-01 02:00:00,1433.3353333333334,896.8313001726,2803.4989668392664
2022-01-01 03:00:00,1906.6676666666665,1033.1278478273998,2906.4621811607326
2022-01-01 04:00:00,1873.3343333333328,2259.7967978273996,3923.1337978273996
2022-01-01 05:00:00,1663.3370000000002,1169.424399,2882.7617323333334
2022-01-01 06:00:00,1713.3373333333332,624.2381978274,3650.9101978274
2022-01-01 07:00:00,3026.6720000000005,692.3864751726,3583.3921418392665
2022-01-01 08:00:00,2891.0056666666665,760.534749,4262.207082333333
2022-01-01 09:00:00,3501.6723333333334,487.9416501726001,3189.6129835059332
2022-01-01 10:00:00,2701.671333333333,624.2381978274,4745.908864494067
2022-01-01 11:00:00,4121.670666666667,760.534749,5223.871415666667
2022-01-01 12:00:00,4463.336666666667,896.8313001726,4956.835966839267
2022-01-01 13:00:00,4060.004666666667,692.3864751726,4058.392475172601
2022-01-01 14:00:00,3366.0060000000008,706.0161278273999,3428.6867944940664
2022-01-01 15:00:00,2722.6706666666664,896.8313001726,3435.1703001726005
2022-01-01 16:00:00,2538.3390000000004,2259.7967978273996,4413.134131160733
2022-01-01 17:00:00,2153.3373333333334,3077.5760978273997,5314.2470978274
2022-01-01 18:00:00,2236.6710000000003,4713.1346978274005,7033.137697827401
2022-01-01 19:00:00,2320.0030000000006,3350.1692001726,5536.838533505934
2022-01-01 20:00:00,2186.6693333333333,2668.6864478274,4732.022781160733
2022-01-01 21:00:00,2063.336333333333,1169.424399,2449.428399
2022-01-01 22:00:00,1280.004,1033.1278478273998,2056.4638478274
2022-01-01 23:00:00,1023.336,692.3864751726,2005.7224751725998
2022-01-02 00:00:00,1313.336,624.2381978274,2410.9075311607335
2022-01-02 01:00:00,1786.6693333333335,624.2381978274,2177.5738644940666
2022-01-02 02:00:00,1553.3356666666666,896.8313001726,2583.5006335059334
2022-01-02 03:00:00,1686.6693333333333,1033.1278478273998,3053.1301811607336
2022-01-02 04:00:00,2020.0023333333336,2259.7967978273996,4096.466464494067
2022-01-02 05:00:00,1836.669666666667,1169.424399,2882.762732333333
2022-01-02 06:00:00,1713.3383333333331,624.2381978274,2610.9098644940664
2022-01-02 07:00:00,1986.6716666666664,692.3864751726,3175.0584751726
2022-01-02 08:00:00,2482.672,760.534749,4217.207082333334
2022-01-02 09:00:00,3456.672333333334,487.9416501726001,4485.611650172601
2022-01-02 10:00:00,3997.670000000001,624.2381978274,4770.9091978274
2022-01-02 11:00:00,4146.671,760.534749,4712.2064156666665
2022-01-02 12:00:00,3951.6716666666666,896.8313001726,3758.8359668392663
2022-01-02 13:00:00,2862.0046666666663,692.3864751726,3280.7254751726
2022-01-02 14:00:00,2588.339,706.0161278273999,3224.3551278274003
2022-01-02 15:00:00,2518.3390000000004,896.8313001726,3073.5043001726
2022-01-02 16:00:00,2176.673,2259.7967978273996,4153.1361311607325
2022-01-02 17:00:00,1893.3393333333331,3077.5760978273997,5230.913431160733
2022-01-02 18:00:00,2153.3373333333334,4713.1346978274005,6999.804364494068
2022-01-02 19:00:00,2286.669666666667,3350.1692001726,5596.8382001726
2022-01-02 20:00:00,2246.6690000000003,2668.6864478274,4658.6894478274
2022-01-02 21:00:00,1990.003,1169.424399,3009.427399
2022-01-02 22:00:00,1840.003,1033.1278478273998,2273.1298478274
2022-01-02 23:00:00,1240.0020000000002,692.3864751726,2072.3884751726005
2022-01-03 00:00:00,1380.0020000000004,624.2381978274,2027.5741978274
2022-01-03 01:00:00,1403.336,624.2381978274,2630.9071978274
2022-01-03 02:00:00,2006.669,896.8313001726,2903.5003001726
2022-01-03 03:00:00,2006.669,1033.1278478273998,3449.796181160733
2022-01-03 04:00:00,2416.668333333333,2259.7967978273996,4376.465464494066
2022-01-03 05:00:00,2116.6686666666665,1169.424399,4157.7717323333345
2022-01-03 06:00:00,2988.3473333333345,624.2381978274,3342.5861978274006
2022-01-03 07:00:00,2718.3480000000004,692.3864751726,6740.740475172602
2022-01-03 08:00:00,6048.354000000002,760.534749,7158.889082333337
2022-01-03 09:00:00,6398.354333333336,487.9416501726001,5063.961983505935
2022-01-03 10:00:00,4576.020333333335,624.2381978274,5230.925197827402
2022-01-03 11:00:00,4606.687000000003,760.534749,7529.888082333336
2022-01-03 12:00:00,6769.353333333335,896.8313001726,8661.851633505934
2022-01-03 13:00:00,7765.020333333335,692.3864751726,8179.074475172602
2022-01-03 14:00:00,7486.688000000003,706.0161278273999,5766.037127827403
2022-01-03 15:00:00,5060.021000000003,896.8313001726,7210.186300172604
2022-01-03 16:00:00,6313.355000000004,2259.7967978273996,7624.813464494069
2022-01-03 17:00:00,5365.016666666669,3077.5760978273997,5960.922431160734
2022-01-03 18:00:00,2883.3463333333348,4713.1346978274005,7126.476031160734
2022-01-03 19:00:00,2413.3413333333338,3350.1692001726,5586.838533505934
2022-01-03 20:00:00,2236.6693333333333,2668.6864478274,4955.355781160733
2022-01-03 21:00:00,2286.6693333333333,1169.424399,3542.760399
2022-01-03 22:00:00,2373.336,1033.1278478273998,3209.7958478274
2022-01-03 23:00:00,2176.668,692.3864751726,1889.0561418392667
2022-01-04 00:00:00,1196.669666666667,624.2381978274,2197.5738644940666
2022-01-04 01:00:00,1573.3356666666666,624.2381978274,2407.5731978274
2022-01-04 02:00:00,1783.335,896.8313001726,2770.1673001726
2022-01-04 03:00:00,1873.336,1033.1278478273998,2906.4641811607326
2022-01-04 04:00:00,1873.3363333333332,2259.7967978273996,4373.1361311607325
2022-01-04 05:00:00,2113.3393333333333,1169.424399,3182.7650656666665
2022-01-04 06:00:00,2013.3406666666665,624.2381978274,2904.2561978274007
2022-01-04 07:00:00,2280.0180000000005,692.3864751726,4461.745475172602
2022-01-04 08:00:00,3769.359000000002,760.534749,5578.8887490000025
2022-01-04 09:00:00,4818.354000000002,487.9416501726001,5572.960650172602
2022-01-04 10:00:00,5085.019000000002,624.2381978274,9040.924531160737
2022-01-04 11:00:00,8416.686333333337,760.534749,7693.888415666669
2022-01-04 12:00:00,6933.353666666669,896.8313001726,7663.518633505936
2022-01-04 13:00:00,6766.687333333336,692.3864751726,7462.407475172603
2022-01-04 14:00:00,6770.021000000003,706.0161278273999,8342.036461160737
2022-01-04 15:00:00,7636.020333333337,896.8313001726,5886.1823001726025
