Folder/Name,Workshop duration,Number of participants,topics,material,creator
All files in 3_day_workshop,3 days,up to 20 (presentations) or 10 (sessions),basics/model building/components/constraints,presentations/jupyter presentations/jupyter tasks,@smartie2076
