__country,TOTAL,residential areas roof-top 45 degree south,residential areas roof-top 45 degree east,residential areas roof-top 45 degree west,residential areas roof-top latitude tilt,residential areas facade south,residential areas facade east,residential areas facade west,industrial areas roof-top 45 degree south,industrial areas roof-top 45 degree east,industrial areas roof-top 45 degree west,industrial areas roof-top latitude tilt,industrial areas facade south,industrial areas facade east,industrial areas facade west,natural areas agriculture high irradiation,natural areas agriculture low irradiation,natural areas non-agriculture high irradiation,natural areas non-agriculture low irradiation,__country_iso,__MS,__percent_area
Malta,1.1856685969377065,0.05169519449597546,0.03446346299731697,0.03446346299731697,0.050946307160130884,0.06888151322855443,0.06888151322855443,0.06888151322855443,0.020126891762347714,0.013417927841565144,0.013417927841565144,0.1565424914849266,0.0432442749111328,0.0432442749111328,0.0432442749111328,0.164604444375,0.3096131215625,0.0,0.0,MLT,85,3
Netherlands,60.584979763267015,1.2646613627092378,0.843107575139492,0.843107575139492,1.0445066639292575,1.6027591277347315,1.6027591277347315,1.6027591277347315,0.5513215540922887,0.3675477027281924,0.3675477027281924,4.288056531828911,1.000465386422583,1.000465386422583,1.000465386422583,0.0,40.01706522100001,0.0,3.1883843315,NLD,85,3
Poland,408.36946876247015,2.9540791223245177,1.9693860815496795,1.9693860815496795,2.4715723513220724,3.705915536989024,3.705915536989024,3.705915536989024,1.4144250851655038,0.9429500567770026,0.9429500567770026,11.001083995731697,2.2989451657138753,2.2989451657138753,2.2989451657138753,0.0,360.19366946333207,0.0,6.495384359832226,POL,85,3
Portugal,95.33742673689616,0.877043992202822,0.5846959948018815,0.5846959948018815,0.7802246882764046,1.1039612401555732,1.1039612401555732,1.1039612401555732,0.3646841689442729,0.24312277929618198,0.24312277929618198,2.8364324251221222,0.6807679569732812,0.6807679569732812,0.6807679569732812,36.86431339533445,42.918942253831695,1.0824937463619746,2.603466927239729,PRT,85,3
Romania,423.20357692587396,2.24210212038206,1.4947347469213734,1.4947347469213734,1.3699571214732142,2.4705966945226234,2.4705966945226234,2.4705966945226234,0.8243125523491293,0.5495417015660863,0.5495417015660863,6.41131985160434,1.4670498162470655,1.4670498162470655,1.4670498162470655,0.0,395.85558598823394,0.0,0.5988068625473094,ROU,85,3
Slovakia,59.68715485878268,0.49523886967905584,0.33015924645270384,0.33015924645270384,0.4088818915380618,0.5907947975767043,0.5907947975767043,0.5907947975767043,0.21413728338066346,0.14275818892044229,0.14275818892044229,1.6655122040718262,0.3567195005976329,0.3567195005976329,0.3567195005976329,0.0,53.11500684484377,0.0,0.0,SVK,85,3
Slovenia,18.882506076976643,0.17372733619500294,0.11581822413000194,0.11581822413000194,0.17307431572034523,0.23042317160211606,0.23042317160211606,0.23042317160211606,0.08750755413582906,0.058338369423886045,0.058338369423886045,0.680614309945337,0.14430667541783507,0.14430667541783507,0.14430667541783507,0.0,16.295079832812498,0.0,0.0,SVN,85,3
Spain,839.1189535768444,3.607473049925519,2.404982033283679,2.404982033283679,7.298365432537085,5.952830947191256,5.952830947191256,5.952830947191256,1.8042270356562657,1.202818023770844,1.202818023770844,14.03287694399317,3.728567247183205,3.728567247183205,3.728567247183205,307.9922937882084,447.81986853114205,8.179368556791603,12.1246855413578,ESP,85,3
Sweden,57.76281102332877,0.7542388425085148,0.5028258950056768,0.5028258950056768,0.6939658423717879,0.885771525031378,0.885771525031378,0.885771525031378,0.3065639940052655,0.20437599600351034,0.20437599600351034,2.3843866200409534,0.5219154536170443,0.5219154536170443,0.5219154536170443,0.0,47.65770132713296,0.0,0.32848967930564993,SWE,85,3
United Kingdom,290.790144293032,4.561183194659566,3.0407887964397107,3.0407887964397107,3.435891164410819,5.7043284609349305,5.7043284609349305,5.7043284609349305,2.000898948010823,1.3339326320072156,1.3339326320072156,15.562547373417512,3.5691437291205603,3.5691437291205603,3.5691437291205603,0.0,223.33396956936653,0.0,5.325794616106418,GBR,85,3
EU28,158303.9404966232,42.059434087011816,28.039622724674558,28.039622724674558,45.96946582105881,55.20331149651748,55.20331149651748,55.20331149651748,18.69223268198718,12.461488454658122,12.461488454658122,145.38403197101138,33.940671103775166,33.940671103775166,33.940671103775166,12381.526113504615,136249.693498941,561.6302881774159,8510.55126127956,none,85,100
Austria,2077.194884283125,0.7562280328381076,0.5041520218920719,0.5041520218920719,0.626879503839396,0.9094771822995615,0.9094771822995615,0.9094771822995615,0.31402381605343127,0.2093492107022875,0.2093492107022875,2.4424074581933537,0.5512297884019335,0.5512297884019335,0.5512297884019335,0.0,2055.3803320341435,0.0,11.86589006076389,AUT,85,100
Belgium,1175.2254426094405,0.9099370428259637,0.6066246952173092,0.6066246952173092,0.8881917487204735,1.1178836913338033,1.1178836913338033,1.1178836913338033,0.3888527033668005,0.259235135577867,0.259235135577867,3.0244099150751143,0.6721818231807211,0.6721818231807211,0.6721818231807211,0.0,1022.586992806534,0.0,140.3251421877841,BEL,85,100
Bulgaria,5484.426406643977,0.8364624461329495,0.5576416307552998,0.5576416307552998,0.689624109725846,0.9547044961715997,0.9547044961715997,0.9547044961715997,0.337610276211445,0.2250735174742967,0.2250735174742967,2.6258577038667945,0.5615096910226852,0.5615096910226852,0.5615096910226852,0.0,5227.569414414319,0.0,246.2533648356798,BGR,85,100
Croatia,1716.7817380549966,0.43558415867554023,0.2903894391170268,0.2903894391170268,0.3377129440764055,0.5274053153516326,0.5274053153516326,0.5274053153516326,0.2018765165244189,0.13458434434961258,0.13458434434961258,1.570150684078813,0.3235228364954368,0.3235228364954368,0.3235228364954368,0.6382363241749531,1480.9135614585502,0.4386216810333803,228.84326226540833,HRV,85,100
Cyprus,574.2928514433916,0.13727499941289212,0.09151666627526142,0.09151666627526142,0.11913366467557865,0.15394287938495374,0.15394287938495374,0.15394287938495374,0.05003775024864392,0.03335850016576261,0.03335850016576261,0.3891825019338971,0.08872650133342061,0.08872650133342061,0.08872650133342061,64.14521073269836,114.1784751042031,141.83301374646825,252.4627644687136,CYP,85,100
Czech Republic,3061.0413675712903,0.8683589500383222,0.5789059666922148,0.5789059666922148,0.8594700239806929,1.0701627072304563,1.0701627072304563,1.0701627072304563,0.36885839191180353,0.24590559460786898,0.24590559460786898,2.8688986037584714,0.6435498105091385,0.6435498105091385,0.6435498105091385,0.0,2992.1656553194593,0.0,57.11936560632282,CZE,85,100
Denmark,2063.4727296353835,0.5024201763553137,0.3349467842368759,0.3349467842368759,0.3467339789071322,0.5622807840344473,0.5622807840344473,0.5622807840344473,0.19509090764652948,0.13006060509768633,0.13006060509768633,1.5173737261396734,0.33296958296544926,0.33296958296544926,0.33296958296544926,0.0,1993.4154728752078,0.0,63.87987209145836,DNK,85,100
Estonia,726.3566732269304,0.09411294809733872,0.06274196539822581,0.06274196539822581,0.13134877950802626,0.12314205839067799,0.12314205839067799,0.12314205839067799,0.041482572320554134,0.02765504821370275,0.02765504821370275,0.3226422291598654,0.0727012033439291,0.0727012033439291,0.0727012033439291,0.0,724.9987628854169,0.0,0.0,EST,85,100
Finland,803.5793975516857,0.46413750115541963,0.30942500077027973,0.30942500077027973,0.3328996178811431,0.5065013360327187,0.5065013360327187,0.5065013360327187,0.173669075851254,0.11577938390083597,0.11577938390083597,1.3507594788430861,0.29401717531449306,0.29401717531449306,0.29401717531449306,0.0,798.005967574571,0.0,0.0,FIN,85,100
France,26801.1162726115,6.2489815464621286,4.1659876976414205,4.1659876976414205,5.181771243310201,7.5041247344351465,7.5041247344351465,7.5041247344351465,2.5966702742358754,1.7311135161572502,1.7311135161572502,20.19632435516792,4.544138252170022,4.544138252170022,4.544138252170022,261.75027639064695,25074.84445086594,8.480497097989389,1373.8783094503356,FRA,85,100
Germany,12136.302567672103,6.139108588573612,4.092739059049076,4.092739059049076,6.058931723114233,7.874216507407319,7.874216507407319,7.874216507407319,2.775021027529047,1.8500140183526983,1.8500140183526983,21.583496880781475,4.846036439372505,4.846036439372505,4.846036439372505,0.0,11002.621961892432,0.0,1047.0777825645287,DEU,85,100
Greece,6628.907175420933,0.9988248790829943,0.6658832527219962,0.6658832527219962,1.7815615479498055,1.5750016471622792,1.5750016471622792,1.5750016471622792,0.4813648518968095,0.32090990126453967,0.32090990126453967,3.743948848086296,0.9883846184510099,0.9883846184510099,0.9883846184510099,162.74171416812973,4496.40424605924,56.485813987318984,1896.6059559744149,GRC,85,100
Hungary,5460.414623086153,1.0870639008507548,0.7247092672338368,0.7247092672338368,0.7032873275255066,1.2093108555447611,1.2093108555447611,1.2093108555447611,0.41871278382565036,0.279141855883767,0.279141855883767,3.256654985310613,0.7182795651384127,0.7182795651384127,0.7182795651384127,0.0,4893.861999174302,0.0,553.2964314060545,HUN,85,100
Ireland,2909.417080153951,0.3347878533982296,0.22319190226548638,0.22319190226548638,0.25075408707605795,0.4021460690029222,0.4021460690029222,0.4021460690029222,0.15400445861207349,0.10266963907471566,0.10266963907471566,1.1978124558716823,0.24648986421219132,0.24648986421219132,0.24648986421219132,0.0,2904.882090416667,0.0,0.0,IRL,85,100
Italy,15402.547380960541,4.824175372260562,3.2161169148403763,3.2161169148403763,9.460150043921558,7.86303968056317,7.86303968056317,7.86303968056317,2.424777547903582,1.616518365269055,1.616518365269055,18.85938092813896,4.9321493042785445,4.9321493042785445,4.9321493042785445,391.54362162503725,13637.13255534672,45.663598226153326,1244.5882843556603,ITA,85,100
Latvia,1305.9625769331376,0.14903426078345672,0.09935617385563782,0.09935617385563782,0.1700055621900765,0.18889420632284376,0.18889420632284376,0.18889420632284376,0.066541218401174,0.04436081226744934,0.04436081226744934,0.5175428097869088,0.11319716358716234,0.11319716358716234,0.11319716358716234,0.0,1303.8657449999998,0.0,0.0,LVA,85,100
Lithuania,2579.435629160879,0.24983126204132142,0.16655417469421435,0.16655417469421435,0.2644282572347956,0.29191097291725077,0.29191097291725077,0.29191097291725077,0.09481400814930073,0.06320933876620048,0.06320933876620048,0.7374422856056722,0.1678609465585996,0.1678609465585996,0.1678609465585996,0.0,2204.0625118130374,0.0,372.1877587494621,LTU,85,100
Luxembourg,72.85465065098485,0.04166708294464087,0.027778055296427247,0.027778055296427247,0.039195878682720106,0.05290335796504261,0.05290335796504261,0.05290335796504261,0.020619433796399828,0.013746289197599884,0.013746289197599884,0.1603733739719986,0.032601331235300506,0.032601331235300506,0.032601331235300506,0.0,72.25323212500001,0.0,0.0,LUX,85,100
Malta,16.51870322891687,0.05169519449597546,0.03446346299731697,0.03446346299731697,0.050946307160130884,0.06888151322855443,0.06888151322855443,0.06888151322855443,0.020126891762347714,0.013417927841565144,0.013417927841565144,0.1565424914849266,0.0432442749111328,0.0432442749111328,0.0432442749111328,5.4868148125,10.320437385416666,0.0,0.0,MLT,85,100
Netherlands,1457.561181960767,1.2646613627092378,0.843107575139492,0.843107575139492,1.0445066639292575,1.6027591277347315,1.6027591277347315,1.6027591277347315,0.5513215540922887,0.3675477027281924,0.3675477027281924,4.288056531828911,1.000465386422583,1.000465386422583,1.000465386422583,0.0,1333.9021740333335,0.0,106.27947771666666,NLD,85,100
Poland,12264.648875711448,2.9540791223245177,1.9693860815496795,1.9693860815496795,2.4715723513220724,3.705915536989024,3.705915536989024,3.705915536989024,1.4144250851655038,0.9429500567770026,0.9429500567770026,11.001083995731697,2.2989451657138753,2.2989451657138753,2.2989451657138753,0.0,12006.455648777734,0.0,216.51281199440754,POL,85,100
Portugal,2794.175421173057,0.877043992202822,0.5846959948018815,0.5846959948018815,0.7802246882764046,1.1039612401555732,1.1039612401555732,1.1039612401555732,0.3646841689442729,0.24312277929618198,0.24312277929618198,2.8364324251221222,0.6807679569732812,0.6807679569732812,0.6807679569732812,1228.8104465111485,1430.6314084610567,36.0831248787325,86.78223090799098,PRT,85,100
Romania,13241.895612434466,2.24210212038206,1.4947347469213734,1.4947347469213734,1.3699571214732142,2.4705966945226234,2.4705966945226234,2.4705966945226234,0.8243125523491293,0.5495417015660863,0.5495417015660863,6.41131985160434,1.4670498162470655,1.4670498162470655,1.4670498162470655,0.0,13195.186199607795,0.0,19.96022875157698,ROU,85,100
Slovakia,1777.0723761753977,0.49523886967905584,0.33015924645270384,0.33015924645270384,0.4088818915380618,0.5907947975767043,0.5907947975767043,0.5907947975767043,0.21413728338066346,0.14275818892044229,0.14275818892044229,1.6655122040718262,0.3567195005976329,0.3567195005976329,0.3567195005976329,0.0,1770.5002281614588,0.0,0.0,SVK,85,100
Slovenia,545.7567540045808,0.17372733619500294,0.11581822413000194,0.11581822413000194,0.17307431572034523,0.23042317160211606,0.23042317160211606,0.23042317160211606,0.08750755413582906,0.058338369423886045,0.058338369423886045,0.680614309945337,0.14430667541783507,0.14430667541783507,0.14430667541783507,0.0,543.1693277604166,0.0,0.0,SVN,85,100
Spain,25933.54328440934,3.607473049925519,2.404982033283679,2.404982033283679,7.298365432537085,5.952830947191256,5.952830947191256,5.952830947191256,1.8042270356562657,1.202818023770844,1.202818023770844,14.03287694399317,3.728567247183205,3.728567247183205,3.728567247183205,10266.40979294028,14927.32895103807,272.6456185597201,404.1561847119268,ESP,85,100
Sweden,1609.3163202315106,0.7542388425085148,0.5028258950056768,0.5028258950056768,0.6939658423717879,0.885771525031378,0.885771525031378,0.885771525031378,0.3065639940052655,0.20437599600351034,0.20437599600351034,2.3843866200409534,0.5219154536170443,0.5219154536170443,0.5219154536170443,0.0,1588.5900442377656,0.0,10.949655976854999,SWE,85,100
United Kingdom,7684.1225196233245,4.561183194659566,3.0407887964397107,3.0407887964397107,3.435891164410819,5.7043284609349305,5.7043284609349305,5.7043284609349305,2.000898948010823,1.3339326320072156,1.3339326320072156,15.562547373417512,3.5691437291205603,3.5691437291205603,3.5691437291205603,0.0,7444.4656523122185,0.0,177.52648720354728,GBR,85,100
EU28,10663.282739155384,84.11886817402363,56.079245449349116,56.079245449349116,91.93893164211762,110.40662299303496,110.40662299303496,110.40662299303496,37.38446536397436,24.922976909316244,24.922976909316244,290.76806394202276,67.88134220755033,67.88134220755033,67.88134220755033,742.891566810277,8174.981609936462,33.697817290644956,510.63307567677344,none,170,3
Austria,143.93209770212943,1.5124560656762152,1.0083040437841437,1.0083040437841437,1.253759007678792,1.818954364599123,1.818954364599123,1.818954364599123,0.6280476321068625,0.418698421404575,0.418698421404575,4.884814916386707,1.102459576803867,1.102459576803867,1.102459576803867,0.0,123.32281992204862,0.0,0.7119534036458333,AUT,170,3
Belgium,94.40134332990365,1.8198740856519273,1.2132493904346184,1.2132493904346184,1.776383497440947,2.2357673826676066,2.2357673826676066,2.2357673826676066,0.777705406733601,0.518470271155734,0.518470271155734,6.0488198301502285,1.3443636463614421,1.3443636463614421,1.3443636463614421,0.0,61.355219568392044,0.0,8.419508531267045,BEL,170,3
Bulgaria,349.6366215429581,1.672924892265899,1.1152832615105996,1.1152832615105996,1.379248219451692,1.9094089923431994,1.9094089923431994,1.9094089923431994,0.67522055242289,0.4501470349485934,0.4501470349485934,5.251715407733589,1.1230193820453704,1.1230193820453704,1.1230193820453704,0.0,313.6541648648591,0.0,14.775201890140787,BGR,170,3
Croatia,114.54613355540933,0.8711683173510805,0.5807788782340536,0.5807788782340536,0.675425888152811,1.0548106307032652,1.0548106307032652,1.0548106307032652,0.4037530330488378,0.26916868869922517,0.26916868869922517,3.140301368157626,0.6470456729908736,0.6470456729908736,0.6470456729908736,0.038294179450497186,88.854813687513,0.026317300862002818,13.7305957359245,HRV,170,3
Cyprus,37.70394262574136,0.27454999882578424,0.18303333255052284,0.18303333255052284,0.2382673293511573,0.3078857587699075,0.3078857587699075,0.3078857587699075,0.10007550049728783,0.06671700033152522,0.06671700033152522,0.7783650038677942,0.17745300266684122,0.17745300266684122,0.17745300266684122,3.848712643961901,6.850708506252184,8.509980824788096,15.147765868122814,CYP,170,3
Czech Republic,206.4697945465634,1.7367179000766444,1.1578119333844297,1.1578119333844297,1.7189400479613859,2.1403254144609125,2.1403254144609125,2.1403254144609125,0.7377167838236071,0.49181118921573796,0.49181118921573796,5.737797207516943,1.287099621018277,1.287099621018277,1.287099621018277,0.0,179.52993931916754,0.0,3.42716193637937,CZE,170,3
Denmark,135.79249003543492,1.0048403527106273,0.6698935684737518,0.6698935684737518,0.6934679578142644,1.1245615680688945,1.1245615680688945,1.1245615680688945,0.39018181529305895,0.26012121019537265,0.26012121019537265,3.0347474522793467,0.6659391659308985,0.6659391659308985,0.6659391659308985,0.0,119.6049283725125,0.0,3.8327923254875014,DNK,170,3
Estonia,46.21574645615194,0.18822589619467744,0.12548393079645162,0.12548393079645162,0.2626975590160525,0.24628411678135598,0.24628411678135598,0.24628411678135598,0.08296514464110827,0.0553100964274055,0.0553100964274055,0.6452844583197308,0.1454024066878582,0.1454024066878582,0.1454024066878582,0.0,43.499925773125014,0.0,0.0,EST,170,3
Finland,59.027218008703784,0.9282750023108393,0.6188500015405595,0.6188500015405595,0.6657992357622862,1.0130026720654375,1.0130026720654375,1.0130026720654375,0.347338151702508,0.23155876780167195,0.23155876780167195,2.7015189576861722,0.5880343506289861,0.5880343506289861,0.5880343506289861,0.0,47.88035805447425,0.0,0.0,FIN,170,3
France,1767.4626896414727,12.497963092924257,8.331975395282841,8.331975395282841,10.363542486620402,15.008249468870293,15.008249468870293,15.008249468870293,5.193340548471751,3.4622270323145004,3.4622270323145004,40.39264871033584,9.088276504340044,9.088276504340044,9.088276504340044,15.705016583438816,1504.4906670519565,0.5088298258793633,82.43269856702013,FRA,170,3
Germany,896.1876310977004,12.278217177147225,8.185478118098152,8.185478118098152,12.117863446228466,15.748433014814639,15.748433014814639,15.748433014814639,5.550042055058094,3.7000280367053966,3.7000280367053966,43.16699376156295,9.69207287874501,9.69207287874501,9.69207287874501,0.0,660.1573177135459,0.0,62.82466695387171,DEU,170,3
Greece,430.0731542750039,1.9976497581659887,1.3317665054439924,1.3317665054439924,3.563123095899611,3.1500032943245584,3.1500032943245584,3.1500032943245584,0.962729703793619,0.6418198025290793,0.6418198025290793,7.487897696172592,1.9767692369020198,1.9767692369020198,1.9767692369020198,9.764502850087784,269.78425476355443,3.389148839239139,113.7963573584649,GRC,170,3
Hungary,353.3418908464159,2.1741278017015095,1.4494185344676735,1.4494185344676735,1.4065746550510132,2.4186217110895223,2.4186217110895223,2.4186217110895223,0.8374255676513007,0.558283711767534,0.558283711767534,6.513309970621226,1.4365591302768255,1.4365591302768255,1.4365591302768255,0.0,293.6317199504581,0.0,33.19778588436326,HUN,170,3
Ireland,183.36290489956764,0.6695757067964592,0.44638380453097276,0.44638380453097276,0.5015081741521159,0.8042921380058444,0.8042921380058444,0.8042921380058444,0.30800891722414697,0.20533927814943131,0.20533927814943131,2.3956249117433646,0.49297972842438265,0.49297972842438265,0.49297972842438265,0.0,174.29292542500005,0.0,0.0,IRL,170,3
Italy,1086.3743263871515,9.648350744521125,6.432233829680753,6.432233829680753,18.920300087843117,15.72607936112634,15.72607936112634,15.72607936112634,4.849555095807164,3.23303673053811,3.23303673053811,37.71876185627792,9.864298608557089,9.864298608557089,9.864298608557089,23.492617297502235,818.2279533208031,2.7398158935691996,74.67529706133963,ITA,170,3
Latvia,82.42560856627561,0.29806852156691344,0.19871234771127563,0.19871234771127563,0.340011124380153,0.3777884126456875,0.3777884126456875,0.3777884126456875,0.133082436802348,0.08872162453489868,0.08872162453489868,1.0350856195738176,0.22639432717432467,0.22639432717432467,0.22639432717432467,0.0,78.2319447,0.0,0.0,LVA,170,3
Lithuania,160.9457334305089,0.49966252408264283,0.3331083493884287,0.3331083493884287,0.5288565144695913,0.5838219458345015,0.5838219458345015,0.5838219458345015,0.18962801629860146,0.12641867753240096,0.12641867753240096,1.4748845712113443,0.3357218931171992,0.3357218931171992,0.3357218931171992,0.0,132.24375070878224,0.0,22.331265524967726,LTU,170,3
Luxembourg,5.538030979469687,0.08333416588928173,0.055556110592854493,0.055556110592854493,0.07839175736544021,0.10580671593008523,0.10580671593008523,0.10580671593008523,0.041238867592799655,0.02749257839519977,0.02749257839519977,0.3207467479439972,0.06520266247060101,0.06520266247060101,0.06520266247060101,0.0,4.335193927500001,0.0,0.0,LUX,170,3
Malta,2.371337193875413,0.10339038899195092,0.06892692599463394,0.06892692599463394,0.10189261432026177,0.13776302645710886,0.13776302645710886,0.13776302645710886,0.04025378352469543,0.026835855683130287,0.026835855683130287,0.3130849829698532,0.0864885498222656,0.0864885498222656,0.0864885498222656,0.32920888875,0.619226243125,0.0,0.0,MLT,170,3
Netherlands,121.16995952653403,2.5293227254184756,1.686215150278984,1.686215150278984,2.089013327858515,3.205518255469463,3.205518255469463,3.205518255469463,1.1026431081845773,0.7350954054563849,0.7350954054563849,8.576113063657822,2.000930772845166,2.000930772845166,2.000930772845166,0.0,80.03413044200002,0.0,6.376768663,NLD,170,3
