demand_el,pv,wind
0.7954842647,0,0.074779
0.775346526,0,0.06999
0.7273123529,0,0.059307
0.6667247842,0,0.047168
0.6456281057,0,0.038553
0.6250544852,0,0.044531
0.6115421498,0,0.075679
0.6026501613,0,0.120857
0.6248801325,0,0.158145
0.7117949612,0,0.19539
0.8367186819,0,0.235833
0.8969575451,1.4E-05,0.263292
0.910818586,0.039964,0.259034
0.9167465783,0.117425,0.239276
0.9214541016,0.184112,0.264416
0.9106442333,0.254595,0.325428
0.8831836806,0.303042,0.366722
0.8789992154,0.28451,0.384988
0.8755121611,0.205519,0.391305
0.8813529771,0.083304,0.424311
0.9177055183,0.00171,0.477783
0.9349664371,0,0.517712
0.9138697585,0,0.54702
0.854764188,0,0.565138
0.7909510941,0,0.568989
0.7335890506,0,0.564358
0.7239996513,0,0.560232
0.665940197,0,0.557617
0.6347310609,0,0.554114
0.6112806207,0,0.54538
0.5958504054,0,0.524717
0.5853020661,0,0.486565
0.6143317932,0,0.447434
0.6906982826,0,0.398874
0.8098683637,0,0.338124
0.8803068608,0,0.284569
0.9014907157,0.016069,0.233272
0.902536832,0.062342,0.182004
0.9072443553,0.111878,0.15647
0.8845785023,0.140636,0.15392
0.8576410078,0.143177,0.152674
0.8486618429,0.115331,0.157628
0.8378519745,0.063361,0.170851
0.8424723215,0.021364,0.189069
0.8799581553,0.00163,0.185089
0.8982651905,0,0.171445
0.866968878,0,0.158526
0.8076017784,0,0.143558
0.7505012641,0,0.124329
0.7050823817,0,0.107653
0.7067387325,0,0.106846
0.6480690437,0,0.110576
0.612326737,0,0.107705
0.5851277134,0,0.097671
0.5621131549,0,0.086891
0.5526109319,0,0.080804
0.5591491587,0,0.078267
0.5867840642,0,0.081574
0.6322029466,0,0.089824
0.6946212187,9E-06,0.101252
0.7429169209,0.036848,0.107635
0.7673263011,0.098889,0.101215
0.7872025107,0.145789,0.124327
0.7888588615,0.157996,0.172984
0.7578240781,0.166579,0.219501
0.7434399791,0.151835,0.254632
0.7317583471,0.097496,0.274278
0.7379478685,0.033604,0.305168
0.7770028768,0.000795,0.324248
0.7890332142,0,0.343049
0.7620957196,0,0.37582
0.7227791823,0,0.422281
0.6750065382,0,0.467647
0.6288030686,0,0.504784
0.6335977683,0,0.521022
0.5895737076,0,0.514289
0.5593235115,0,0.491482
0.5291604917,0,0.464125
0.5113765147,0,0.438961
0.5049254642,0,0.408685
0.5044024061,0,0.408188
0.520704385,0,0.41741
0.5431958853,0,0.428976
0.5893993549,3.3E-05,0.451471
0.6320285938,0.042487,0.469281
0.671781013,0.121082,0.472783
0.6957545114,0.187162,0.462353
0.6971493331,0.222034,0.458498
0.6608839683,0.213868,0.461748
0.6470229274,0.16418,0.466127
0.6319414175,0.099266,0.483136
0.6344695319,0.034037,0.520702
0.6798012379,0.001168,0.53869
0.7215587133,0,0.531386
0.719292128,0,0.5153
0.693226397,0,0.498389
0.6542585651,0,0.484634
0.6275825996,0,0.473175
0.6305465958,0,0.45892
0.5861738297,0,0.430187
0.5578415134,0,0.391531
0.5356987185,0,0.34884
0.5261093192,0,0.302959
0.5251503792,0,0.253844
0.5555749281,0,0.211609
0.6514689216,0,0.18691
0.7733414698,0,0.177364
0.8603434748,4E-06,0.177328
0.8796094499,0.035424,0.177698
0.8912910819,0.111549,0.172446
0.9033214192,0.178523,0.173558
0.8948653125,0.203019,0.175709
0.8789992154,0.191485,0.168072
0.8769069828,0.150336,0.153327
0.8673175835,0.096832,0.136074
0.8681021707,0.038741,0.13072
0.8903321419,0.001489,0.116217
0.9082032953,0,0.092295
0.8856246186,0,0.072423
0.8243396391,0,0.055331
0.7653212449,0,0.045788
0.7070002615,0,0.040189
0.6877342865,0,0.040028
0.637171999,0,0.040944
0.6133728533,0,0.043881
0.5870455932,0,0.049066
0.5723127888,0,0.057067
0.5666463255,0,0.067589
0.5920146456,0,0.085747
0.6866881702,0,0.106317
0.8034173132,0,0.123442
0.8797838026,2.9E-05,0.143069
0.8985267196,0.020659,0.16361
0.9096852933,0.068898,0.184593
0.9118647023,0.122227,0.21411
0.9020137739,0.154344,0.265725
0.8789120391,0.157637,0.334701
0.8741173394,0.138478,0.392534
0.8718507541,0.097012,0.422152
0.8722866359,0.038449,0.424683
0.8995728358,0.002154,0.409576
0.9205823381,0,0.39318
0.897916485,0,0.368512
0.8353238602,0,0.339453
0.7744747624,0,0.315484
0.7170255427,0,0.299399
0.6984569785,0,0.281325
0.6542585651,0,0.27077
0.620608491,0,0.265094
0.601604045,0,0.257698
0.5901839421,0,0.248291
0.5826867753,0,0.239664
0.6043065121,0,0.23605
0.6911341644,0,0.225482
0.806032604,0,0.209037
0.881091448,0.00089,0.193803
0.9023624793,0.082175,0.174674
0.9110801151,0.21501,0.167542
0.915700462,0.328921,0.16934
0.90497777,0.392212,0.177417
0.8753378084,0.388595,0.17908
0.8696713451,0.33748,0.168134
0.86548688,0.246507,0.152824
0.8696713451,0.127838,0.139743
0.8993113068,0.017632,0.145669
0.9307819719,0,0.151796
0.9010548339,0,0.139929
0.8424723215,0,0.121427
0.7826693401,0,0.104078
0.7277482347,0,0.090784
0.7190305989,0,0.084304
0.6712579548,0,0.083563
0.6336849446,0,0.088538
0.6100601517,0,0.09951
0.5983785197,0,0.10779
0.5986400488,0,0.109792
0.6213059018,0,0.10098
0.7107488449,0,0.088092
0.8286112806,0,0.076838
0.9069828263,0.000938,0.068215
0.9285153866,0.081874,0.060569
0.9353151425,0.20283,0.057254
0.9437712492,0.318045,0.056228
0.9345305553,0.379632,0.052944
0.9091622352,0.379835,0.047633
0.8978293087,0.32805,0.042735
0.8872809694,0.222151,0.038874
0.8898090838,0.089162,0.04005
0.9113416441,0.004868,0.059901
0.9395867841,0,0.073337
0.916920931,0,0.070044
0.8552000697,0,0.06095
0.7973149682,0,0.053265
0.7435271554,0,0.047613
0.7364658705,0,0.043104
0.6815447651,0,0.043309
0.6514689216,0,0.049939
0.6261006015,0,0.060632
0.6127626188,0,0.074119
0.6070961555,0,0.087564
0.6378694098,0,0.092451
0.7235637695,0,0.09551
0.8317496295,0,0.102369
0.9112544678,2.3E-05,0.107132
0.93226397,0.011347,0.111454
0.9504838288,0.035254,0.118509
0.9582425246,0.0584,0.126887
0.9428123093,0.076326,0.135197
0.9095109406,0.078332,0.151955
0.9017522448,0.065951,0.178676
0.8923371982,0.044093,0.218265
0.8898090838,0.017934,0.270897
0.9172696365,0.001029,0.322654
0.9355766716,0,0.366606
0.9109929387,0,0.398933
0.847702903,0,0.422501
0.7905152123,0,0.446782
0.7455322117,0,0.469109
0.7498910296,0,0.485006
0.6994159184,0,0.507446
0.6618429082,0,0.53333
0.6324644756,0,0.565615
0.6159009677,0,0.596241
0.5997733415,0,0.620929
0.6099729753,0,0.643326
0.6375207044,0,0.654509
0.680062767,0,0.654456
0.7410862174,0.006862,0.647046
0.7862435707,0.133114,0.637839
0.8131810653,0.266831,0.62215
0.8233806992,0.382794,0.591147
0.8165809432,0.455753,0.572905
0.7877255688,0.468974,0.574742
0.7736901752,0.425827,0.585232
0.7622700724,0.330592,0.588386
0.7617470142,0.168647,0.577486
0.7953970883,0.014708,0.575168
0.8307906896,0,0.582045
0.8065556621,0,0.561376
0.7673263011,0,0.510207
0.7326301107,0,0.446729
0.7001133293,0,0.376457
0.7012466219,0,0.29109
0.6587917357,0,0.203658
0.6246186034,0,0.138887
0.5950658182,0,0.092436
0.5805073664,0,0.055479
0.5671693837,0,0.031777
0.5686513817,0,0.022569
0.5771074884,0,0.01835
0.5900967658,0,0.015965
0.6424897568,0.000122,0.014033
0.6906111063,0.027519,0.011694
0.7267892947,0.09664,0.009558
0.7552959637,0.214144,0.008752
0.7559061982,0.31693,0.009116
0.720512597,0.319395,0.009698
0.7057797925,0.291272,0.009628
0.6988056839,0.205015,0.009032
0.6971493331,0.094079,0.009298
0.7294917618,0.012729,0.01118
0.7736029989,0,0.013635
0.7745619388,0,0.016417
0.7627059541,0,0.023401
0.720512597,0,0.037503
0.6894778136,0,0.060853
0.6965390986,0,0.097983
0.658617383,0,0.142672
0.6289774213,0,0.18591
0.6076192137,0,0.227382
0.5986400488,0,0.267002
0.5947171127,0,0.305302
0.6214802546,0,0.362048
0.7221689478,0,0.412397
0.847702903,0,0.44249
0.9096852933,0.000226,0.457811
0.9395867841,0.037248,0.449784
0.9469095981,0.099429,0.433262
0.957370761,0.164326,0.386204
0.9531862959,0.226675,0.330448
0.9339203208,0.251958,0.278441
0.9270333885,0.22166,0.225928
0.9162235202,0.143133,0.182757
0.9136082294,0.053485,0.146704
0.938104786,0.002577,0.12052
0.9781187342,0,0.105374
0.9510940633,0,0.093288
0.8913782582,0,0.082729
0.8232063464,0,0.069867
0.7675006538,0,0.053164
0.7620085433,0,0.037497
0.7095283759,0,0.022778
0.6755295964,0,0.012357
0.6526893906,0,0.006988
0.6390898788,0,0.005893
0.6342080028,0,0.007493
0.6646325517,0,0.012763
0.7458809171,0,0.021994
0.8560718333,0,0.031281
0.9219771598,0.001157,0.037767
0.9390637259,0.038981,0.037352
0.9507453579,0.109252,0.034425
0.960770639,0.193461,0.031862
0.9545811176,0.25588,0.033578
0.9309563246,0.279856,0.039302
0.9265975068,0.25472,0.0504
0.9200592799,0.185197,0.064318
0.9223258652,0.088684,0.073393
0.9387150205,0.011033,0.085487
0.9741957981,0,0.093743
0.9510068869,0,0.08975
0.8922500218,0,0.083066
0.8322726876,0,0.07746
0.7785720513,0,0.074646
0.7665417139,0,0.075829
0.7179844826,0,0.076037
0.6831139395,0,0.076914
0.6611454973,0,0.082421
0.6486792782,0,0.09082
0.6364745881,0,0.100313
0.6656786679,0,0.107877
0.7518960858,0,0.109807
0.8599075931,0,0.104023
0.9308691483,0.003934,0.098062
0.9505710051,0.103924,0.083455
0.9584168773,0.200863,0.081353
0.9655653387,0.278701,0.0994
0.9551913521,0.344848,0.104181
0.9306947956,0.359076,0.102865
0.9214541016,0.328367,0.10773
0.9167465783,0.252136,0.120912
0.9086391771,0.132459,0.135498
0.9314793828,0.0198,0.162228
0.9807340249,0,0.215555
0.9557144103,0,0.253735
0.9006189521,0,0.275613
0.835759742,0,0.29341
0.7843256909,0,0.309718
0.7777002877,0,0.318267
0.7267021184,0,0.325971
0.6906111063,0,0.333173
0.6651556098,0,0.334437
0.6553918577,0,0.337358
0.6459768111,0,0.351665
0.6665504315,0,0.37731
0.7477116206,0,0.395796
0.8606921803,0,0.403132
0.928602563,0.00226,0.410224
0.9516171214,0.055436,0.414449
0.9560631157,0.124548,0.428527
0.9651294569,0.173371,0.467376
0.9527504141,0.186211,0.507539
0.9315665591,0.172071,0.545473
0.9295615029,0.153943,0.582121
0.9285153866,0.117951,0.619294
0.9182285764,0.049555,0.658806
0.9259872723,0.003236,0.677075
0.9630372243,0,0.688025
0.9407200767,0,0.700459
0.8778659228,0,0.704777
0.8163194142,0,0.702083
0.7666288902,0,0.69436
0.7593060762,0,0.69151
0.7064772034,0,0.696857
0.6737860692,0,0.700766
0.6498125708,0,0.700641
0.6383052916,0,0.697807
0.6278441287,0,0.694883
0.6476331619,0,0.707196
0.7337634034,0,0.724764
0.8341033912,0,0.744129
0.9044547119,0.000304,0.763418
0.9241565687,0.023743,0.772975
0.9333100863,0.079039,0.774929
0.9462993636,0.142155,0.767264
0.9301717374,0.195201,0.761824
0.8999215413,0.22172,0.766968
0.8864963822,0.174228,0.774556
0.8816145061,0.11445,0.776048
0.8718507541,0.057969,0.7726
0.8883270857,0.010882,0.767184
0.9265103304,0,0.757183
0.9003574231,0,0.744436
0.8387237381,0,0.727589
0.7817975765,0,0.706506
0.7307994072,0,0.686636
0.7328044634,0,0.695577
0.6811960596,0,0.707974
0.6455409293,0,0.717829
0.6221776654,0,0.725509
0.6022142795,0,0.734387
0.587481475,0,0.742218
0.5900095894,0,0.723651
0.616947084,0,0.707823
0.6614942028,0,0.701696
0.7213843606,0.004097,0.701529
0.765582774,0.075965,0.693583
0.7941766193,0.168193,0.698874
0.8069915439,0.229989,0.727761
0.8065556621,0.235942,0.751874
0.7736029989,0.226416,0.75434
0.7579984308,0.226989,0.753066
0.7497166768,0.164772,0.752309
0.7475372679,0.082267,0.75652
0.7726440589,0.011614,0.756076
0.815534827,0,0.752439
0.7890332142,0,0.746289
0.7472757388,0,0.732034
0.7044721472,0,0.704152
0.6640223171,0,0.672432
0.6723040711,0,0.662977
0.6281056577,0,0.667819
0.6009938105,0,0.679304
0.5701333798,0,0.688193
0.5603696278,0,0.686845
0.545811176,0,0.679361
0.5438061198,0,0.643538
0.5582773952,0,0.607667
0.5752767849,0,0.582702
0.6269723651,0.000756,0.570292
0.674221951,0.028962,0.559619
0.7206869497,0.08542,0.539
0.7478859733,0.130067,0.509384
0.753901142,0.146888,0.482082
0.7236509459,0.154998,0.452659
0.7118821376,0.119665,0.420082
0.6911341644,0.061084,0.403597
0.6913956935,0.020728,0.39537
0.7151948392,0.00091,0.3941
0.7600906634,0,0.387941
0.7558190219,0,0.360484
0.7276610583,0,0.331494
0.6913085171,0,0.30161
0.6594891465,0,0.264757
0.6713451312,0,0.256128
0.6305465958,0,0.288143
0.599424636,0,0.350028
0.5818150118,0,0.408869
0.5760613722,0,0.442219
0.5717897306,0,0.462752
0.6034347485,0,0.462197
0.690785459,0,0.437263
0.7991456717,0,0.41749
0.8746403975,0.007046,0.418415
0.9041060065,0.099524,0.409211
0.9157876384,0.231781,0.402324
0.9286897393,0.345663,0.480842
0.9117775259,0.430443,0.556799
0.89181414,0.444615,0.589066
0.8856246186,0.407117,0.593511
0.8833580333,0.316647,0.584532
0.8776043937,0.173723,0.587276
0.894255078,0.028787,0.616046
0.9486531253,0,0.652114
0.9293871502,0,0.672617
0.8650509982,0,0.68318
0.8061197803,0,0.683382
0.7548600819,0,0.672731
0.738296574,0,0.66268
0.6900880481,0,0.654874
0.6593147938,0,0.646702
0.6380437625,0,0.633022
0.6189521402,0,0.616951
0.6199110801,0,0.606031
0.6429256386,0,0.591291
0.7227791823,0,0.573015
0.822857641,0,0.559448
0.8991369541,0.017648,0.555158
0.9235463342,0.151383,0.537293
0.9325254991,0.27501,0.519532
0.9349664371,0.373566,0.539573
0.9308691483,0.417394,0.54211
0.9077674135,0.405177,0.528646
0.8940807253,0.342459,0.503737
0.890593671,0.248781,0.479267
0.8841426205,0.129673,0.476457
0.8934704908,0.019773,0.517978
0.9416790167,0,0.559284
0.924941156,0,0.570431
0.8640048819,0,0.562061
0.8045506059,0,0.542259
0.7467526807,0,0.516856
0.7382093976,0,0.510587
0.684944643,0,0.518308
0.6438845785,0,0.531371
0.6266236597,0,0.544841
0.6162496731,0,0.554153
0.6009066341,0,0.561948
0.6311568303,0,0.566949
0.712230843,0,0.572172
0.8190218813,0,0.58125
0.8892860256,0.014226,0.594453
0.9136082294,0.129997,0.596025
0.9170952838,0.24222,0.612883
0.9205823381,0.320639,0.630518
0.914479993,0.361837,0.650474
0.8900706128,0.356234,0.6622
0.87865051,0.313565,0.665144
0.8762967483,0.210703,0.667985
0.8716764014,0.086022,0.685008
0.8799581553,0.009017,0.705525
0.9424636039,0,0.708946
0.9111672914,0,0.697212
0.8604306512,0,0.676602
0.7956586174,0,0.649106
0.7398657484,0,0.612774
0.7321070526,0,0.542065
0.6784935925,0,0.44163
0.6388283498,0,0.326407
0.6208700201,0,0.213914
0.6037834539,0,0.126851
0.5947171127,0,0.072465
0.6287158923,0,0.058213
0.7110975503,0,0.059422
0.825298579,0,0.061069
0.8845785023,0.007722,0.066358
0.9184029291,0.085436,0.073978
0.9247668032,0.192898,0.078314
0.9296486793,0.311676,0.076215
0.9202336326,0.403829,0.076018
0.8929474327,0.443047,0.074351
0.8776043937,0.423294,0.067679
0.8714148723,0.348966,0.054975
0.8594717113,0.213312,0.051822
0.8678406416,0.042986,0.064208
0.9299973847,0,0.089559
0.9131723477,0,0.132357
0.8589486531,0,0.180751
0.8049864877,0,0.225821
0.7466655043,0,0.273164
0.7375119867,0,0.333269
0.6783192398,0,0.399642
0.6546072705,0,0.457924
0.6268851887,0,0.508901
0.6186034347,0,0.553993
0.6069218028,0,0.596044
0.6329003574,0,0.618982
0.7143230756,0,0.645422
0.8239037573,0,0.669593
0.8845785023,0.017578,0.684638
0.9017522448,0.125694,0.689086
0.90593671,0.242962,0.692507
0.9211053962,0.346063,0.712455
0.9060238863,0.408381,0.739634
0.8696713451,0.409026,0.749573
0.8586871241,0.361469,0.738762
0.8465696103,0.262218,0.700021
0.831139395,0.116319,0.65315
0.8546770116,0.014856,0.584193
0.9126492895,0,0.496907
0.8864963822,0,0.416368
0.818237294,0,0.359455
0.7675006538,0,0.312358
0.7142358992,0,0.292365
0.7097027286,0,0.297727
0.6561764449,0,0.274583
0.6202597855,0,0.239522
0.5959375817,0,0.207561
0.5752767849,0,0.169285
0.5653386801,0,0.118161
0.5719640833,0,0.073074
0.6068346264,0,0.050899
0.6477203382,0,0.045688
0.6960160404,0.017924,0.052608
0.7441373899,0.154524,0.066538
0.7681108883,0.307702,0.069415
0.7731671171,0.394918,0.088478
0.7668904193,0.415347,0.15528
