demand_el,pv,wind
0.8149245925,0.617013,0.02273
0.7964432046,0.526986,0.020713
0.7883358033,0.389941,0.01995
0.7804899311,0.21873,0.024594
0.8168424723,0.054982,0.038342
0.8770813355,0,0.051252
0.8280010461,0,0.062803
0.7653212449,0,0.072131
0.6860779357,0,0.075904
0.6782320635,0,0.070328
0.6269723651,0,0.060632
0.5955016999,0,0.056246
0.5729230233,0,0.055504
0.5633336239,0,0.055098
0.5601080987,0,0.053587
0.5926248801,0,0.058257
0.6762270072,0,0.068497
0.7702031209,0.03476,0.076807
0.8239037573,0.212559,0.073594
0.8399442071,0.371228,0.041212
0.8393339726,0.507542,0.032886
0.847964432,0.597549,0.044394
0.8382878563,0.645476,0.037168
0.7966175573,0.650601,0.032111
0.7803155784,0.607935,0.029893
0.7675878302,0.519454,0.026
0.7457937407,0.386185,0.020755
0.7541626711,0.218903,0.01408
0.78362828,0.056621,0.012357
0.8421236161,0,0.015835
0.7852846308,0,0.026725
0.718333188,0,0.066095
0.6664632552,0,0.146309
0.6580943248,0,0.234708
0.6041321594,0,0.322498
0.5741434923,0,0.408272
0.5465085869,0,0.485335
0.5284630808,0,0.544918
0.5203556795,0,0.587497
0.5334321332,0,0.627418
0.5652515038,0,0.669767
0.608926859,0.026109,0.70232
0.6694272513,0.153178,0.68248
0.7141487229,0.258329,0.671566
0.7343736379,0.295617,0.686912
0.7339377561,0.335315,0.711728
0.7439630372,0.315681,0.754182
0.7100514341,0.289754,0.789932
0.7096155523,0.276085,0.798336
0.7048208526,0.215993,0.799561
0.7118821376,0.168676,0.786562
0.7160666027,0.087393,0.775232
0.7376863395,0.01493,0.791605
0.7517217331,0,0.803263
0.711010374,0,0.809433
0.6554790341,0,0.796941
0.6136343824,0,0.766827
0.6095370935,0,0.727289
0.5610670386,0,0.700395
0.5333449568,0,0.673833
0.5059715805,0,0.655897
0.4986487665,0,0.662217
0.4879260744,0,0.708156
0.4904541888,0,0.773569
0.5095458112,0,0.823161
0.5311655479,0.012615,0.858103
0.5882660622,0.096123,0.873332
0.6348182373,0.19478,0.882047
0.6673350187,0.286755,0.902375
0.6890419318,0.354664,0.922891
0.6890419318,0.406698,0.937196
0.6510330398,0.435271,0.947214
0.6300235376,0.411279,0.951652
0.6105832098,0.338804,0.948831
0.6008194578,0.248544,0.930529
0.6070089792,0.134338,0.91224
0.6441461076,0.025196,0.916403
0.7031645018,0,0.918729
0.6804114724,0,0.915236
0.6366489408,0,0.90886
0.6071833319,0,0.897682
0.6010809868,0,0.881921
0.5630720948,0,0.863403
0.535088484,0,0.843861
0.5166070962,0,0.825339
0.5059715805,0,0.80676
0.5082381658,0,0.793696
0.5439804725,0,0.78371
0.6446691657,0,0.773109
0.7383837503,0.021356,0.755595
0.8020224915,0.146949,0.717715
0.8223345829,0.317509,0.684718
0.8227704646,0.4908,0.715087
0.8340162148,0.59119,0.741483
0.8370673873,0.635474,0.747476
0.8110016564,0.636974,0.720139
0.8054223695,0.60535,0.680023
0.7986226135,0.525556,0.636161
0.7789207567,0.397984,0.581251
0.7685467701,0.234827,0.433856
0.7925202685,0.072266,0.354335
0.8458721995,2E-06,0.363404
0.8018481388,0,0.376153
0.7380350449,0,0.379938
0.6763141836,0,0.372898
0.6540842124,0,0.348611
0.6010809868,0,0.312579
0.5785023102,0,0.263797
0.5557492808,0,0.213033
0.5449394124,0,0.171043
0.5406677709,0,0.143001
0.5679539709,0,0.130761
0.6601865574,0,0.120424
0.7531165548,0.030641,0.107703
0.8041147241,0.165522,0.07787
0.8198936448,0.322628,0.07418
0.8186731758,0.460532,0.133311
0.8207654084,0.560454,0.152974
0.8200679976,0.61195,0.1651
0.7912997995,0.626125,0.180681
0.7897306251,0.580332,0.193243
0.7790951094,0.480034,0.193486
0.778746404,0.339395,0.158906
0.7710748845,0.173456,0.12676
0.7979252027,0.038177,0.157417
0.8480516084,0,0.218634
0.8010635516,0,0.290589
0.7353325778,0,0.347134
0.6736117165,0,0.373965
0.6529509197,0,0.370293
0.6031732194,0,0.353932
0.578938192,0,0.346862
0.560195275,0,0.355998
0.5429343562,0,0.395205
0.5469444687,0,0.477666
0.589922413,0,0.598723
0.6716066603,0,0.711596
0.7683724174,0.023863,0.77068
0.8160578851,0.135867,0.789571
0.8238165809,0.295257,0.810902
0.8248626972,0.420497,0.846302
0.8358469183,0.520959,0.871763
0.8304419841,0.59603,0.872321
0.8175398832,0.620979,0.857721
0.8080376602,0.599836,0.832618
0.7928689739,0.527448,0.789427
0.7877255688,0.403336,0.720252
0.782407811,0.236682,0.584952
0.8140528289,0.067212,0.51169
0.8396826781,1.6E-05,0.520971
0.7979252027,0,0.532269
0.7293174091,0,0.533165
0.70272862,0,0.523902
0.6577456194,0,0.488373
0.6009938105,0,0.446773
0.5849533606,0,0.413874
0.5666463255,0,0.395423
0.5571441025,0,0.374234
0.5521750501,0,0.344105
0.5786766629,0,0.300705
0.6614942028,0,0.265521
0.7491936187,0.066808,0.237687
0.8085607183,0.235952,0.171249
0.8207654084,0.394937,0.116515
0.8246883445,0.530679,0.145842
0.8286112806,0.619982,0.1351
0.8307035132,0.668029,0.109015
0.8085607183,0.671976,0.097871
0.8020224915,0.630436,0.10076
0.7904280359,0.539869,0.11155
0.772905588,0.403378,0.129285
0.767064772,0.232341,0.169024
0.7924330921,0.06855,0.300781
0.8528463081,0.000104,0.440165
0.8090837765,0,0.527854
0.7487577369,0,0.575633
0.6799755906,0,0.599385
0.666899137,0,0.599004
0.6042193357,0,0.589937
0.5798971319,0,0.580713
0.5547903409,0,0.566434
0.5477290559,0,0.545467
0.5379653038,0,0.518929
0.5710051434,0,0.483077
0.6592276175,0,0.45364
0.7411733938,0.055153,0.423115
0.7974893209,0.209141,0.335241
0.8078633075,0.382157,0.281216
0.8130067126,0.515912,0.328375
0.818237294,0.602996,0.399063
0.8147502397,0.647093,0.434897
0.7851102781,0.64574,0.461802
0.7650597158,0.593536,0.488454
0.7536396129,0.493071,0.503196
0.7412605701,0.348855,0.478356
0.7335890506,0.17951,0.478118
0.7613111324,0.040237,0.541126
0.8194577631,3.9E-05,0.569745
0.7742132334,0,0.554197
0.7063028507,0,0.515829
0.6429256386,0,0.467156
0.627931305,0,0.38751
0.5764100776,0,0.320785
0.5416267108,0,0.281632
0.519483916,0,0.262716
0.5037049952,0,0.251453
0.4940284195,0,0.238406
0.5091099294,0,0.225616
0.5380524802,0,0.208521
0.5732717287,0.032569,0.188788
0.6295876558,0.153492,0.156771
0.6689913695,0.288942,0.156289
0.6767500654,0.424479,0.21979
0.6868625229,0.53943,0.314947
0.6921802807,0.599978,0.425006
0.6557405632,0.578902,0.538567
0.6403975242,0.516293,0.63195
0.6335105919,0.398909,0.694504
0.6345567082,0.264806,0.711597
0.6367361172,0.133389,0.661275
0.6582686775,0.029872,0.671574
0.7090053178,0,0.697814
0.6708220731,0,0.697492
0.6278441287,0,0.681535
0.5824252463,0,0.657943
0.5795484265,0,0.615953
0.5295963735,0,0.567133
0.4996948827,0,0.515405
0.4765931479,0,0.435493
0.4643884579,0,0.346578
0.4561067039,0,0.258831
0.4585476419,0,0.179775
0.4749367971,0,0.122604
0.4948130067,0.002796,0.088247
0.5512161102,0.026069,0.068003
0.6042193357,0.059714,0.072115
0.64911516,0.094004,0.103989
0.6867753465,0.127423,0.145153
0.6964519222,0.158155,0.190269
0.6665504315,0.163633,0.230234
0.6475459855,0.164771,0.249953
0.6342951791,0.152718,0.251761
0.6320285938,0.111537,0.246388
0.6445819894,0.056028,0.217129
0.6714323076,0.010394,0.206263
0.7182460117,0,0.203338
0.696887804,0,0.19595
0.6448435184,0,0.187233
0.6120652079,0,0.183952
0.6035219249,0,0.146878
0.5644669166,0,0.121076
0.5410164763,0,0.115364
0.5199197978,0,0.124556
0.5167814489,0,0.141149
0.5116380438,0,0.149093
0.5431958853,0,0.145017
0.6389155261,0,0.138331
0.7437015082,0.016525,0.125261
0.8261703426,0.077317,0.11418
0.8503181937,0.167154,0.12393
0.8569435969,0.269201,0.145135
0.8687995816,0.363532,0.179006
0.8704559324,0.428188,0.224867
0.8506668991,0.423453,0.274842
0.8474413739,0.369897,0.316521
0.8375032691,0.298202,0.340623
0.8332316276,0.199741,0.3439
0.8266062244,0.10607,0.325125
0.8344520966,0.027358,0.296748
0.8768198065,9E-06,0.32885
0.8294830442,0,0.361782
0.7675006538,0,0.380336
0.7086566123,0,0.393446
0.674221951,0,0.408064
0.6231366054,0,0.425397
0.6033475721,0,0.431483
0.5758870194,0,0.415601
0.5735332578,0,0.377599
0.563595153,0,0.325392
0.5826867753,0,0.265338
0.6704733676,0,0.210183
0.7706390027,0.023659,0.157989
0.8344520966,0.133761,0.127934
0.8552872461,0.292377,0.162531
0.8461337285,0.38466,0.167939
0.8579025368,0.391523,0.13461
0.8616511202,0.389035,0.093498
0.832359864,0.365026,0.06629
0.8295702206,0.327019,0.049443
0.817016825,0.272286,0.038777
0.8086478947,0.197874,0.03222
0.8014994334,0.123266,0.027415
0.8174527068,0.036772,0.024606
0.8737686339,0.000269,0.024491
0.8259959899,0,0.0211
0.7647110104,0,0.016753
0.7020312091,0,0.013377
0.6781448871,0,0.012635
0.6233109581,0,0.014969
0.5935838201,0,0.021101
0.5723999651,0,0.032314
0.5656002092,0,0.051848
0.5628977421,0,0.079025
0.5915787638,0,0.103437
0.6695144277,0,0.122007
0.7635777177,0.055211,0.127512
0.8266934007,0.185383,0.097363
0.8427338506,0.331706,0.126308
0.8395083253,0.448555,0.161244
0.8534565426,0.524858,0.165712
0.8517130154,0.558612,0.161124
0.8301804551,0.535714,0.163061
0.8235550519,0.476984,0.178541
0.8164065905,0.395305,0.209047
0.8088222474,0.290492,0.24352
0.8001046116,0.165368,0.242556
0.8215499956,0.048042,0.236445
0.8701072269,0.000273,0.277355
0.817975765,0,0.305687
0.7592188998,0,0.312363
0.6958416877,0,0.306702
0.6799755906,0,0.310249
0.6278441287,0,0.314139
0.596983698,0,0.308886
0.5700462035,0,0.301789
0.5704820853,0,0.301078
0.5640310348,0,0.306443
0.5893121785,0,0.294796
0.676662889,0,0.273593
0.7684595938,0.06908,0.246073
0.8282625752,0.212606,0.171993
0.8396826781,0.359435,0.182617
0.8504053701,0.505652,0.272114
0.8587743004,0.590796,0.299234
0.8589486531,0.634905,0.305729
0.8321855113,0.609663,0.312155
0.8258216372,0.554164,0.318839
0.8213756429,0.461676,0.332606
0.8053351931,0.345644,0.345232
0.8030686078,0.192286,0.318512
0.8208525848,0.063206,0.310003
0.8632202947,0.000786,0.370321
0.8175398832,0,0.41271
0.750239735,0,0.420545
0.6822421759,0,0.407691
0.6698631331,0,0.388682
0.613547206,0,0.372515
0.5839944207,0,0.354016
0.5567082207,0,0.336505
0.5486008195,0,0.333176
0.5506058757,0,0.337189
0.5786766629,0,0.315883
0.6542585651,0,0.289615
0.7450963299,0.055337,0.256278
0.8017609624,0.205677,0.198228
0.8120477726,0.383916,0.210243
0.8110016564,0.527079,0.229611
0.815534827,0.61771,0.228198
0.8092581292,0.656971,0.211462
0.7703774736,0.657615,0.187091
0.7564292564,0.624838,0.17394
0.7393426903,0.546494,0.181948
0.7311481126,0.418241,0.201189
0.7273995292,0.256109,0.213429
0.7532909075,0.096939,0.262863
0.8126580071,0.003026,0.34194
0.7744747624,0,0.374823
0.7117949612,0,0.363241
0.6607096156,0,0.332302
0.6462383402,0,0.307457
0.5932351146,0,0.29593
0.5546159881,0,0.279547
0.531427077,0,0.250649
0.5176532124,0,0.212334
0.5101560457,0,0.174577
0.5169558016,0,0.133513
0.5404062418,6E-06,0.103925
0.5741434923,0.06412,0.089151
0.6283671868,0.215208,0.058232
0.6640223171,0.39066,0.040442
0.679103827,0.543086,0.047743
0.6857292302,0.636788,0.058023
0.6862522884,0.68621,0.063761
0.6501612763,0.691417,0.06211
0.630110714,0.649064,0.057344
0.6104960335,0.563239,0.052096
0.5993374597,0.434331,0.050095
0.6048295702,0.271177,0.05309
0.6315055357,0.107446,0.069513
0.6913956935,0.00398,0.103135
0.6726527766,0,0.129071
0.6200854328,0,0.136975
0.5757998431,0,0.133699
0.5710923198,0,0.128595
0.5248016738,0,0.123554
0.4988231192,0,0.123093
0.4733676227,0,0.124618
0.4663063377,0,0.123779
0.4589835237,0,0.117573
0.4723215064,0,0.116091
0.4846133729,0.000124,0.119477
0.5228837939,0.086056,0.122265
0.5582773952,0.246722,0.091326
0.5893121785,0.409893,0.08253
0.6062243919,0.542883,0.143303
0.6090140354,0.634023,0.159291
0.5768459594,0.681341,0.131236
0.5509545811,0.684942,0.090586
0.5260221428,0.644015,0.059991
0.5147763926,0.55899,0.04008
0.5139046291,0.430407,0.026585
0.5397960073,0.267122,0.021718
0.570917967,0.10396,0.026437
0.6385668207,0.003637,0.03295
0.6221776654,0,0.034588
0.5825124226,0,0.034156
0.5754511377,0,0.034017
0.5337808386,0,0.035344
0.5084125185,0,0.035705
0.4910644233,0,0.036975
0.4794699677,0,0.040582
0.4803417313,0,0.048601
0.507802284,0,0.061716
0.6034347485,0,0.077626
0.7182460117,0.000137,0.097463
0.788510156,0.07447,0.108423
0.8028942551,0.226006,0.074666
0.8064684857,0.38043,0.043602
0.8089966001,0.507133,0.068241
0.8116118909,0.583865,0.085981
0.7843256909,0.631626,0.110181
0.7742132334,0.636174,0.145778
0.7709005318,0.588119,0.191031
0.7511986749,0.50407,0.237137
0.7377735158,0.379686,0.268507
0.7455322117,0.226544,0.256888
0.7594804289,0.077875,0.250776
0.7769157005,0.002439,0.292761
0.7347223433,0,0.325899
0.6709964258,0,0.355306
0.6399616424,0,0.375203
0.5855635952,0,0.364907
0.5615029204,0,0.326354
0.5389242437,0,0.278734
0.5331706041,0,0.24578
0.5308168425,0,0.226408
0.55409293,0,0.212228
0.6409205823,0,0.196879
0.7626187778,7.4E-05,0.178781
0.8146630634,0.05101,0.144545
0.8292215151,0.186374,0.071023
0.8248626972,0.340505,0.042794
0.8263446953,0.468595,0.052792
0.8248626972,0.56854,0.046891
0.7986226135,0.612901,0.047973
0.7928689739,0.609128,0.05416
0.7769157005,0.558169,0.061542
0.7683724174,0.472097,0.067532
0.7478859733,0.342414,0.07119
0.7481475024,0.199486,0.064789
0.7512858513,0.071432,0.063676
0.7872025107,0.002726,0.071655
0.7396042193,0,0.079507
0.677883358,0,0.088256
0.6489408073,0,0.100188
0.5947171127,0,0.114447
0.5705692616,0,0.122193
0.5398831837,0,0.125824
0.5309040188,0,0.125644
0.5220120303,0,0.121288
0.5535698719,0,0.112357
0.6471101037,0,0.103302
0.7536396129,5.1E-05,0.09865
0.8203295266,0.029642,0.090199
0.8329700985,0.110609,0.060601
0.8351495075,0.238856,0.053982
0.8342777439,0.387734,0.071881
0.8290471624,0.498072,0.077716
0.8067300148,0.548097,0.080526
0.7983610845,0.550919,0.089097
0.7853718072,0.514987,0.097078
0.7648853631,0.437325,0.104134
0.7466655043,0.33111,0.109939
0.7573881963,0.201172,0.113661
0.7532909075,0.074692,0.140995
0.7849359254,0.003066,0.21533
0.7464911516,0,0.290455
0.6782320635,0,0.343481
0.6486792782,0,0.374702
0.5990759306,0,0.376544
0.5560979862,0,0.369237
0.5339551914,0,0.357439
0.520965914,0,0.341187
0.5159968617,0,0.32197
0.5418010636,0,0.302738
0.6379565862,0,0.282557
0.7388196321,0.000337,0.261285
0.7966175573,0.062097,0.213217
0.8184988231,0.207818,0.148502
0.8123964781,0.361131,0.16237
0.8174527068,0.490228,0.211355
0.8176270595,0.56739,0.221489
0.7966175573,0.600859,0.221334
0.7887716851,0.601095,0.203358
0.7795309912,0.553223,0.175032
0.7710748845,0.460536,0.145259
0.7618341906,0.333061,0.113863
0.7620957196,0.196364,0.092728
0.7681108883,0.070034,0.09349
0.789469096,0.002958,0.104888
0.7400401011,0,0.114565
0.681283236,0,0.117273
0.6482433964,0,0.110573
0.5975939325,0,0.095391
0.5656873856,0,0.076792
0.542149769,0,0.062599
0.5288989626,0,0.054928
0.5181762706,0,0.055631
0.5523494028,0,0.069035
0.6361258827,0,0.08567
0.7519832621,0.000578,0.099051
0.8137912998,0.06813,0.097787
0.8351495075,0.195739,0.059375
0.8381135036,0.329775,0.052634
0.838462209,0.43692,0.070502
0.8366315055,0.508402,0.073476
0.7981867318,0.511469,0.076733
0.7776131113,0.479527,0.080849
0.7593932525,0.442694,0.083874
0.7427425682,0.395727,0.090021
0.7280097638,0.290303,0.10114
0.7343736379,0.148581,0.115977
0.7307994072,0.042556,0.140996
0.7450963299,0.000725,0.19174
0.7044721472,0,0.225931
0.6407462296,0,0.237741
0.6294133031,0,0.23758
0.5820765408,0,0.234354
0.5416267108,0,0.222877
0.5166942725,0,0.208997
0.5021358208,0,0.19148
0.4888850144,0,0.173087
0.4969052393,0,0.160881
0.5261093192,0,0.145688
0.5670822073,0.000602,0.139476
0.6239211926,0.05335,0.124065
0.6657658443,0.170431,0.084207
0.6796268852,0.306126,0.086593
0.6934007497,0.436258,0.094793
0.6951442769,0.529858,0.098117
0.6644581989,0.566624,0.104716
0.64911516,0.547385,0.109478
0.6317670648,0.488309,0.110516
0.6338592974,0.388012,0.109591
0.6245314271,0.268816,0.102474
0.6373463517,0.143334,0.096381
0.6389155261,0.04426,0.103015
0.6562636213,0.000774,0.117361
0.6217417836,0,0.117047
0.5808560718,0,0.103209
0.5729230233,0,0.091604
0.5223607358,0,0.082251
0.4942027722,0,0.077746
0.4647371633,0,0.077853
0.454188824,0,0.098789
0.4445122483,0,0.130949
0.4467788336,0,0.156071
0.4667422195,0,0.149889
0.4878388981,0.000548,0.130148
0.530468137,0.038718,0.096235
0.5714410252,0.119667,0.06977
0.6057885102,0.217253,0.084064
0.6352541191,0.321427,0.090084
0.6484177491,0.398836,0.102152
0.6152907332,0.396174,0.115153
0.5978554616,0.35981,0.125988
0.5796356028,0.325299,0.136347
0.5720512597,0.268583,0.14822
0.5772818412,0.209794,0.15784
0.5934094674,0.144881,0.142367
0.6084909772,0.058907,0.116797
0.6390898788,0.003274,0.1223
0.6247929562,0,0.127104
0.5869584169,0,0.125283
0.5821637172,0,0.117827
0.5395344782,0,0.108838
0.5128585128,0,0.101908
0.4951617121,0,0.101446
0.485136431,0,0.108214
0.4822596112,0,0.121949
0.5221863831,0,0.136479
0.6217417836,0,0.130747
0.7274867056,0.001733,0.111623
0.7964432046,0.082249,0.077747
0.8071658966,0.240003,0.037338
0.809694011,0.40654,0.042735
0.8187603522,0.535862,0.039149
0.8218115247,0.62112,0.0349
0.7984482608,0.668706,0.035203
0.7865050998,0.671874,0.033185
0.7737773516,0.629659,0.027579
0.751460204,0.546664,0.020706
0.7350710487,0.422348,0.015124
0.7354197542,0.264386,0.012824
0.7412605701,0.105997,0.020091
0.7688082992,0.007661,0.047643
0.727835411,0,0.092965
0.6702118385,0,0.149392
0.6451050475,0,0.210963
0.5866968878,0,0.254064
0.5554877517,0,0.280781
0.5383140092,0,0.300014
0.5164327434,0,0.30903
0.5168686252,0,0.312249
0.5459855287,0,0.316255
0.6409205823,0,0.302516
0.7355069305,0.00223,0.284783
0.7956586174,0.057621,0.246271
0.8120477726,0.152296,0.17868
0.8101298928,0.274223,0.185184
0.8191090576,0.374885,0.243021
0.8200679976,0.432643,0.277134
0.8029814314,0.417149,0.293003
0.7995815535,0.34777,0.30549
0.7980995554,0.267197,0.32481
0.785807689,0.180578,0.335266
0.777525935,0.117394,0.32072
0.7828436928,0.072106,0.292034
0.7851974545,0.03137,0.302532
0.782407811,0.002264,0.355376
0.7310609363,0,0.417879
0.6662017261,0,0.46816
0.6423154041,0,0.497367
0.5948914654,0,0.520937
0.5637695057,0,0.541488
0.5417138872,0,0.557409
0.5276784936,0,0.576249
0.5204428559,0,0.597195
0.5473803504,0,0.610335
0.6394385843,0,0.600253
0.7457937407,0.000698,0.57669
0.8148374161,0.059329,0.545511
0.836021271,0.223714,0.594711
0.8283497515,0.396187,0.670382
0.8380263273,0.524156,0.692979
0.8421236161,0.593923,0.691271
0.8227704646,0.624361,0.66961
0.8207654084,0.614771,0.645587
0.8136169471,0.579444,0.620562
0.7973149682,0.509874,0.602248
0.7803155784,0.402773,0.594346
0.7694185337,0.269471,0.560236
0.7709005318,0.125584,0.424843
0.7705518263,0.016448,0.378782
0.7437015082,0,0.380949
0.6880829919,0,0.377283
0.6584430303,0,0.366857
0.6024758086,0,0.378344
0.5708307907,0,0.402582
0.550431523,0,0.420947
0.5401447128,0,0.432081
0.5298579025,0,0.429577
0.5559236335,0,0.421984
0.6426641095,0,0.394471
0.7512858513,0.001932,0.384415
0.8268677535,0.059518,0.362027
0.8461337285,0.163504,0.382374
0.8600819458,0.261284,0.484543
0.8744660448,0.350933,0.562257
0.8769069828,0.41844,0.591108
0.8448260832,0.477127,0.579225
0.8425594979,0.499986,0.562921
0.8260831662,0.478947,0.549259
0.8160578851,0.414805,0.530636
0.8028942551,0.321816,0.497848
0.7948740302,0.213872,0.460268
0.7930433266,0.094104,0.392871
0.7889460378,0.008446,0.383845
0.7458809171,0,0.404934
0.6797140615,0,0.423122
0.6587917357,0,0.43027
0.6108447389,0,0.403477
0.5699590271,0,0.365084
0.5463342342,0,0.329625
0.5369191875,0,0.293558
0.532647546,0,0.252095
0.5543544591,0,0.207025
0.6450178712,0,0.170776
0.7529422021,0.002999,0.140781
0.8162322378,0.073147,0.092159
0.8235550519,0.232955,0.069817
0.8221602301,0.393264,0.063836
0.8297445733,0.518221,0.048427
0.8220730538,0.620418,0.036422
0.7844128672,0.671304,0.027414
0.7589573708,0.670147,0.020636
0.7457065644,0.621432,0.01599
0.7364658705,0.534497,0.013246
0.7231278877,0.406491,0.011793
0.7261790602,0.25566,0.012486
0.7244355331,0.10774,0.016785
0.7330659925,0.013402,0.02667
0.7090053178,0,0.031254
0.6482433964,0,0.027605
0.6287158923,0,0.022937
0.585040537,0,0.022053
0.549211054,0,0.022913
0.5191352105,0,0.02359
0.5067561677,0,0.024257
0.4963821812,0,0.024965
0.501699939,0,0.027812
0.5348269549,0,0.029453
0.5726614942,0.002414,0.030029
0.625490367,0.06628,0.027786
0.6740475983,0.195206,0.018997
0.688344521,0.355797,0.032283
0.7002005056,0.488821,0.034114
0.6964519222,0.551716,0.032692
0.66227879,0.56464,0.03477
0.6447563421,0.541135,0.036703
0.6295004795,0.496267,0.037529
0.6208700201,0.426636,0.037284
0.6187777875,0.334294,0.036208
0.630372243,0.208027,0.034773
0.6288030686,0.081889,0.030006
0.6437102258,0.007161,0.029428
0.6284543632,0,0.026046
0.5875686514,0,0.021969
0.5800714846,0,0.022712
0.5312527243,0,0.029837
0.4991718246,0,0.039549
0.4737163281,0,0.049485
0.464911516,0,0.056891
0.4524452968,0,0.061944
0.4587219946,0,0.063953
0.4754598553,0,0.064495
0.4960334757,0.001994,0.061731
0.5428471798,0.031516,0.057656
0.5797227792,0.082407,0.040739
0.6060500392,0.144843,0.043055
0.6364745881,0.236289,0.068882
0.6472844565,0.346423,0.101953
0.6145061459,0.434835,0.134147
0.5935838201,0.488198,0.17378
0.5716153779,0.508276,0.219137
0.5674309127,0.468227,0.26455
0.5661232674,0.386328,0.293062
0.5762357249,0.262678,0.275026
0.5932351146,0.124945,0.202888
0.6226135472,0.017667,0.173536
0.6211315491,0,0.155384
0.5921889983,0,0.130609
0.5855635952,0,0.107834
0.5448522361,0,0.099288
0.5172173307,0,0.095459
0.4933310086,0,0.093273
0.4896696016,0,0.100002
0.4854851364,0,0.122985
0.5191352105,0,0.171539
0.6104088571,0,0.248426
0.7124923721,0.00696,0.337912
0.7903408596,0.107828,0.37965
0.8090837765,0.251459,0.406426
0.8198936448,0.377749,0.619394
0.838462209,0.49134,0.74816
0.8476157266,0.559522,0.760331
0.8201551739,0.596489,0.73933
0.8214628193,0.581582,0.719641
0.8154476506,0.487981,0.695377
0.8181501177,0.378675,0.667793
0.8076017784,0.268513,0.631447
0.8047249586,0.172828,0.566303
0.7941766193,0.086794,0.551501
0.7838898091,0.009118,0.586877
0.7475372679,0,0.595302
0.6809345306,0,0.576328
0.6662017261,0,0.54335
0.6100601517,0,0.501303
0.5745793741,0,0.454618
0.5582773952,0,0.405928
0.5461598814,0,0.370326
0.535088484,0,0.365064
0.5601080987,0,0.371593
0.6463255165,0,0.388941
0.7379478685,0.003603,0.410001
0.8061197803,0.073078,0.434704
0.8300932787,0.215192,0.533749
0.8440414959,0.325949,0.612544
0.8543283062,0.421316,0.635687
0.8529334844,0.495594,0.636305
0.8233806992,0.533032,0.635263
0.8222474065,0.533278,0.638777
0.8088222474,0.487785,0.644198
0.8008891988,0.410138,0.652855
0.7850231017,0.315712,0.650571
0.7904280359,0.213161,0.63282
0.7868538052,0.106272,0.604785
0.7760439369,0.020359,0.60906
0.7511986749,0,0.629333
0.6904367536,0,0.637444
0.667160666,0,0.636242
0.6102345044,0,0.627204
0.595763229,0,0.613372
0.5774561939,0,0.606261
0.5613285677,0,0.609282
0.5620259786,0,0.616872
0.6062243919,0,0.621276
0.6804986488,0,0.613773
0.7584343126,0.004384,0.596758
0.8103914218,0.071575,0.579792
0.8203295266,0.197524,0.616831
0.8293958678,0.347797,0.677397
0.8468311394,0.468139,0.714619
0.8346264493,0.519912,0.733113
0.8152732979,0.540264,0.751748
0.8033301369,0.524505,0.767999
0.7830180455,0.498727,0.781852
0.7695057101,0.456045,0.790931
0.7639264232,0.366624,0.788452
0.7674134775,0.255996,0.774064
0.7537267893,0.129903,0.737776
0.7719466481,0.025681,0.708175
0.7383837503,0,0.704413
0.7141487229,0,0.689017
0.6673350187,0,0.667631
0.6168599076,0,0.637151
0.5931479383,0,0.608549
0.5700462035,0,0.596909
0.5568825734,0,0.601552
0.5554877517,0,0.61012
0.5823380699,0,0.614017
0.6600122047,0,0.6213
0.7391683375,0.01259,0.630844
0.8092581292,0.115705,0.606309
0.8346264493,0.282322,0.633378
0.8481387848,0.437894,0.717384
0.846482434,0.572083,0.720704
0.845261965,0.675583,0.690082
0.8131810653,0.735741,0.638572
0.808473542,0.747459,0.574585
0.7957457937,0.708053,0.502062
0.7827565164,0.623037,0.422367
0.7629674832,0.493844,0.338982
0.7681108883,0.332065,0.24655
0.7672391247,0.170692,0.166262
0.7573881963,0.041784,0.142072
0.7511114986,0,0.134256
0.6890419318,0,0.117071
0.6628890245,0,0.103216
0.6125010897,0,0.093237
0.5915787638,0,0.091736
0.5607183332,0,0.105527
0.5526109319,0,0.1265
0.5424984744,0,0.142406
0.5705692616,0,0.148184
0.6321157702,0,0.138955
0.7156307209,0.015249,0.120545
0.7782233458,0.117663,0.08377
0.7992328481,0.259342,0.042218
0.8043762532,0.374616,0.057499
0.8120477726,0.45638,0.062978
0.8122221254,0.512777,0.062367
0.7748234679,0.526593,0.063758
0.7620957196,0.491074,0.067261
0.741957981,0.426421,0.074255
0.7420451574,0.338007,0.086497
0.7329788161,0.242967,0.103551
0.7458809171,0.146475,0.13048
0.7440502136,0.057975,0.178194
0.7314968181,0.004776,0.27447
0.7138871938,0,0.364323
0.6566123267,0,0.411909
0.6437102258,0,0.438462
0.593322291,0,0.462017
0.5581030425,0,0.475964
0.5282887281,0,0.481521
0.5117252201,0,0.486733
0.4936797141,0,0.49261
0.49952053,0,0.497175
0.5316886061,0,0.489547
0.5622003313,0.007556,0.482148
0.6177316712,0.080517,0.436657
0.6574840903,0.19511,0.41329
0.6774474762,0.311559,0.4451
0.6847702903,0.398202,0.462748
0.6773602999,0.484996,0.476892
0.6424897568,0.543507,0.491675
0.6240083689,0.542596,0.499485
0.60770639,0.49036,0.50494
0.6008194578,0.390437,0.518907
0.6025629849,0.265984,0.527485
0.6209571964,0.164999,0.493954
0.6145933223,0.077013,0.426164
0.6172957894,0.015346,0.391024
0.6050039229,0,0.350207
0.5714410252,0,0.295188
