#source : https://ens.dk/en/our-services/statistics-data-key-figures-and-energy-maps/overview-energy-sector
GSRN,connection_to_grid_date,decommissioning_date,capacity_kW,rotor_diameter_m,hub_height_m,manufacturer,model,local_authority_no,local_authority_name,location_type,cadastral_district,cadastral_no,x,y,coordinate_origin,installation_number,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_07,2017_08,2017
570714700000008115,1/28/1988,12/8/2011,150,23,24,BONUS,150 kW,320,Faxe,LAND,"Hyllede By, Kongsted",10a,694386.52,6122475.58,"GST, 18-02-2013",164412,,,,,,,,,,,,"75,000","200,000","359,360","314,520","325,140","265,960","340,780","315,960","252,240","276,340","327,380","267,269","277,546","244,793","269,305","239,792","282,383","179,716","131,828","279,409","236,380","240,739","181,339","149,707",,,,,,,,,,,,,,
570714700000008405,5/1/1989,9/24/2009,200,24,29,SLETTES-Danwind,DW 24-200,320,Faxe,LAND,"Ll. Torøjeby, Smerup",7a,707770.699,6127010.221,Stamdata,166116,,,,,,,,,,,,,"136,250","307,270","267,616","300,998","281,660","348,058","327,926","274,956","267,312","306,356","266,689","294,984","247,062","291,316","244,136","264,042","247,169","239,561","272,368","140,311","155,990",,,,,,,,,,,,,,,,
570714700000009235,11/29/1991,12/8/2011,150,23.8,30,BONUS,150   - MK ll,320,Faxe,LAND,Ulse,8f,692504.57,6130554.65,"GST, 18-02-2013",177403,,,,,,,,,,,,,,,"68,020","259,860","254,240","335,620","294,380","240,220","267,400","309,302","249,513","272,565","220,375","255,665","223,951","254,321","228,911","218,060","263,898","266,410","215,504","200,338","158,294",,,,,,,,,,,,,,
571313174000795047,1/30/2014,1/31/2014,10,13,18,Gaia-Wind Ltd,Ukendt-Gaia-Wind,320,Faxe,LAND,"Dalby-Borup By, Sdr. Dalby",1b,698091,6135522,Stamdata,2286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570714700000000669,5/19/1989,2/29/2016,300,35,35,BONUS,(M578),326,Kalundborg,LAND,"Gierslev By, Gierslev",9a,646664.75,6151262.38,"GST, 18-02-2013",020-00505,,,,,,,,,,,,,"210,964","509,157","588,435","504,778","603,825","288,762","334,303","439,536","470,133","607,027","462,223","501,118","464,627","467,889","487,486","548,646","500,398","367,508","454,622","345,913","341,226","388,622","358,745","351,973","247,585","439,209","350,205","6,825",,,,,,,,,
570714700000000676,5/19/1989,2/29/2016,300,35,35,BONUS,(M578),326,Kalundborg,LAND,"Gierslev By, Gierslev",9a,646676.67,6151102.66,"GST, 18-02-2013",020-00505,,,,,,,,,,,,,"210,964","509,157","588,435","504,778","603,825","288,762","334,303","439,536","470,133","607,027","462,223","501,118","464,627","467,889","487,486","548,646","500,398","367,508","454,622","345,913","341,226","388,622","358,745","351,973","247,585","439,209","350,205","6,825",,,,,,,,,
570714700000005398,12/2/1997,4/30/2013,90,18,23,AWP,Ukendt-AWP,326,Kalundborg,LAND,"Hallenslev By, Hallenslev",6a,643988.01,6157442.49,"GST, 18-02-2013",40048355,,,,,,,,,,,,,,,,,,,,,0,"17,365","81,059","113,652","134,019","143,673","99,909","107,499","104,315","87,988","119,928","97,373","91,831","93,290","98,739","37,100",0,,,,,,,,,,,,
570714700000005510,9/26/1986,10/10/2002,22,10,18,Kongsted,22-Kongsted,326,Kalundborg,LAND,"Ulstrup By, Bakkendrup",47,642977.6,6158630,Stamdata,006-00150,,,,,,,,,,"7,997","15,123","18,267","14,897","15,376","17,913","20,285","21,985","20,776","15,294","10,542","12,490","15,750","9,616","9,649","12,483","12,022",,,,,,,,,,,,,,,,,,,,,,,
570714700000005602,8/19/1982,12/1/2001,55,15,22,Vestas Wind Systems A/S,V 55-16 ,326,Kalundborg,LAND,"Høng By, Finderup",2b,645553.9,6154875,Stamdata,017-02174,,,,,,,"56,130","64,630","44,030","47,550","35,970","48,880","46,950","51,050","46,980","45,810","49,790","41,810","30,020","33,870","39,330","43,940","34,750","45,940","25,420",0,,,,,,,,,,,,,,,,,,,,,,,
570714700000005664,2/27/1987,12/11/2001,99,20.5,27,Nordtank,NTK 99 F,326,Kalundborg,LAND,"Føllenslev By, Føllenslev",25,645186.9,6178850,Stamdata,019-01235,,,,,,,,,,,"154,180","196,640","220,020","227,090","197,350","195,540","207,990","218,000","204,100","156,170","179,000","201,670","168,330","185,420","150,230",0,,,,,,,,,,,,,,,,,,,,,,,
570714700000005671,3/24/1980,6/1/2002,30,11,18,Danregn Vindkraft,30-Danregn Vindkraft,326,Kalundborg,LAND,"Gierslev By, Gierslev",9a,646867.8,6151530,Stamdata,020-00471,,,,,,,"17,982","5,654","17,235","23,310","12,893","18,924","15,881","12,919","11,295","15,802","9,583","23,483","12,673","8,692","9,375","12,209","10,227","9,988","8,843",0,,,,,,,,,,,,,,,,,,,,,,,
570714700000005770,4/16/1982,11/22/2002,22,10,18,,,326,Kalundborg,LAND,"Kirke Helsinge By, Kirke Helsinge",11a,637830.5,6152867,Stamdata,039-01863,,,,,,,"41,479","32,331","30,816","48,281","41,467","38,815","33,916","35,883","30,439","16,114","34,436","34,947","18,654","4,979","24,120","33,426","30,741","36,624","6,715","1,792",,,,,,,,,,,,,,,,,,,,,,,
570714700000005787,6/30/1989,9/28/2014,250,26,30,NEG Micon,NM 530-250  ,326,Kalundborg,LAND,"Kirke Helsinge By, Kirke Helsinge",7a,638867.41,6152980.48,"GST, 18-02-2013",40024754,,,,,,,,,,,,,"107,340","385,050","455,805","489,165","480,060","541,170","455,010","403,750","424,305","505,920","406,717","441,586","375,880","390,191","362,072","425,564","384,036","285,003","458,407","439,637","360,701","312,917","437,319","406,218","345,431","232,506",,,,,,,,,,,
570714700000005794,6/30/1989,9/28/2014,250,26,30,NEG Micon,NM 530-250  ,326,Kalundborg,LAND,"Kirke Helsinge By, Kirke Helsinge",7a,638891.66,6153163.1,"GST, 18-02-2013",40024754,,,,,,,,,,,,,"107,340","385,050","455,805","489,165","480,060","541,170","455,010","403,750","424,305","505,920","406,717","441,586","375,880","390,191","362,072","425,564","384,036","285,003","458,407","439,637","360,701","312,917","437,319","406,218","345,431","232,506",,,,,,,,,,,
570714700000005831,12/15/1980,10/1/2002,22,10,18,Kongsted,22-Kongsted,326,Kalundborg,LAND,"Jerslev By, Ll. Fuglede",7c,641147.2,6164070,Stamdata,042-00405,,,,0,0,0,"27,921","32,854","20,703","33,428","30,053","33,356","31,468","34,560","30,569","30,257","30,907","35,359","30,448","24,821","25,949","31,820","26,437","29,632","23,175","18,155",,,,,,,,,,,,,,,,,,,,,,,
570714700000005930,11/9/1981,11/18/2010,22,10,18,Kongsted,22-Kongsted,326,Kalundborg,LAND,"Svenstrup By, Raklev",3al,631529.6,6177073,Stamdata,051-02877,,,,,,,"25,366","32,230","22,505","26,897","24,200","32,256","26,612","30,340","25,352","27,845","28,451","30,070","27,312","22,569","25,860","31,169","20,467","29,136","25,501","22,250","25,736","24,538","24,005","21,667","30,550","19,439","23,482","19,715",,,,,,,,,,,,,,,
570714700000005985,11/15/1998,12/28/2010,225,27,30,Norwin,NV29,326,Kalundborg,LAND,"Gåsetofte By, Raklev",3a,632793.7,6174220,Stamdata,051-03217,,,,,,,,,,,,,,,,,,,,,,"55,980","497,088","514,058","473,660","494,114","474,541","526,132","328,549","384,110","536,610","390,980","267,162","322,985",,,,,,,,,,,,,,,
570714700000006005,10/8/1986,5/29/2002,99,21,22,Wincon,W 99 XT,326,Kalundborg,LAND,"Ugerløse By, Rørby",40g,633719.6,6166229,Stamdata,054-00678,,,,,,,,,,"43,475","108,115","135,595","129,300","143,065","115,335","130,275","105,245","125,895","114,620","99,100","106,265","139,415","114,221","89,415","190,797","77,207",,,,,,,,,,,,,,,,,,,,,,,
570714700000006012,10/8/1986,5/29/2002,99,21,22,Wincon,W 99 XT,326,Kalundborg,LAND,"Ugerløse By, Rørby",40g,633754.9,6166137,Stamdata,054-00678,,,,,,,,,,"43,475","108,115","135,595","129,300","143,065","115,335","130,275","105,245","125,895","114,620","99,100","106,265","139,415","114,221","89,415","190,797","77,207",,,,,,,,,,,,,,,,,,,,,,,
570714700000006180,12/13/1984,7/3/2002,55,15,18,Vestas Wind Systems A/S,V 55-16 ,326,Kalundborg,LAND,"Ubby By, Ubby",40a,637991.7,6166331,Stamdata,081-01010,,,,,,,,0,"94,520","119,820","99,810","119,170","113,730","153,470","142,720","147,190","147,890","158,690","144,110","127,230","132,290","133,940","132,310","145,740","122,850","72,630",,,,,,,,,,,,,,,,,,,,,,,
570714700000006197,8/20/1985,7/9/2002,55,15,18,Vestas Wind Systems A/S,V 55-16 ,326,Kalundborg,LAND,"Ubby By, Ubby",10k,640058,6166320,Stamdata,081-01016,,,,,,,,,"37,400","105,770","92,910","115,780","101,370","103,910","97,680","102,350","101,690","112,520","105,920","94,110","91,040","109,990","89,400","100,030","85,570","42,220",,,,,,,,,,,,,,,,,,,,,,,
570714700000006203,2/19/1987,7/3/2002,95,19,24,BONUS,95-BONUS,326,Kalundborg,LAND,"Kelleklinte By, Ubby",3a,642006.6,6166331,Stamdata,081-01036,,,,,,,,,,,"172,980","249,760","234,380","233,860","213,450","223,800","228,100","236,580","219,870","179,750","196,520","229,100","191,790","200,840","171,510","42,220",,,,,,,,,,,,,,,,,,,,,,,
570714700000006210,11/23/1988,8/30/2002,150,23,30,DWP,D 150,326,Kalundborg,LAND,"Ubby By, Ubby",53b,638436.6,6165530,Stamdata,081-01074,,,,,,,,,,,,0,"187,199","295,140","281,280","294,555","303,870","309,945","286,950","223,905","254,895","305,670","242,999","235,156","232,866","103,544",,,,,,,,,,,,,,,,,,,,,,,
570714700000006227,11/23/1988,8/30/2002,150,23,30,DWP,D 150,326,Kalundborg,LAND,"Ubby By, Ubby",4b,638514.8,6165632,Stamdata,081-01074,,,,,,,,,,,,0,"187,199","295,140","281,280","294,555","303,870","309,945","286,950","223,905","254,895","305,670","242,999","235,156","232,866","103,544",,,,,,,,,,,,,,,,,,,,,,,
570714700000006319,9/22/1981,10/17/2002,15,10.9,15,Kuriant,KE 15,326,Kalundborg,LAND,"Rugtved By, Viskinge",4h,643023.8,6173018,Stamdata,087-00767,,,,,0,0,"14,600","22,856","14,043","15,526","13,292","15,500","15,929","12,446","9,308","11,608","9,872","9,349","8,094","4,177","2,964","7,818","3,081","3,055","3,320",999,,,,,,,,,,,,,,,,,,,,,,,
570714700000006371,8/7/1985,12/3/2002,55,15,18,Vestas Wind Systems A/S,V 55-16 ,326,Kalundborg,LAND,"Sejerby By, Sejerø",12g,634465.8,6195640,Stamdata,307-00567,,,,,,,,,"49,650","124,280","110,850","132,120","124,300","131,640","114,960","114,780","118,880","117,520","129,320","82,870","113,220","50,460","175,000","111,940","91,430","105,661",,,,,,,,,,,,,,,,,,,,,,,
570714700000006388,11/14/1985,11/12/2002,75,17,18,Windmatic,VM 17 S,326,Kalundborg,LAND,"Mastrup By, Sejerø",2a,636878.1,6193348,Stamdata,307-00568,,,,,,,,,"31,100","250,710","206,690","234,460","234,800","255,130","239,370","236,830","245,372","257,430","225,600","204,830","213,390","258,370","227,130","241,910","208,100","184,910",,,,,,,,,,,,,,,,,,,,,,,
570714700000006395,11/14/1985,11/12/2002,75,17,18,Windmatic,VM 17 S,326,Kalundborg,LAND,"Mastrup By, Sejerø",2a,636768.9,6193398,Stamdata,307-00585,,,,,,,,,"16,624","247,111","120,640","240,790","226,530","241,350","229,280","235,130","242,790","252,100","236,490","174,790","205,120","248,020","210,300","226,860","199,870","177,850",,,,,,,,,,,,,,,,,,,,,,,
570714700000006630,12/1/1981,7/12/2006,15,10.5,18,POULSEN,TYPE 2,329,Ringsted,LAND,"Ortved, Vigersted",40e,681822.533,6152066.863,Stamdata,144156,,,,,0,"7,703","9,340","9,483","7,454","9,233","7,550","9,400","8,885","9,309","3,684","8,055","10,575","11,460","11,079","6,455","6,225","1,767","5,217","5,387","4,834","1,267","1,617","1,770","2,523",0,,,,,,,,,,,,,,,,,,,
570714700000007361,9/11/1986,8/26/2002,99,0.1,0.1,Ukendt,Ukendt-Ukendt,329,Ringsted,LAND,Valsølille By,1aa,678706.532,6156705.838,Stamdata,157289,,,,,,,,,,"81,470","150,000","150,000","143,330","142,970","123,290","143,680","125,840","135,480","129,320","87,670","114,220","141,775","125,186","129,977","93,258","37,917",,,,,,,,,,,,,,,,,,,,,,,
570714700000007699,11/1/1987,9/15/2009,180,23,30,Danwin,DW 40-180  ,329,Ringsted,LAND,"Snekkerup By, Vigersted",2a,682611.523,6154702.853,Stamdata,162352,,,,,,,,,,,"85,362","200,000","249,086","300,746","264,712","268,732","201,568","290,044","251,360","193,548","220,428","257,148","203,708","221,158","174,808","198,457","171,110","231,273","209,171","172,186","177,188","236,761","30,939",,,,,,,,,,,,,,,,
570714700000007903,3/1/1988,9/2/2002,99,19,30,Windmatic,VM 19 S,329,Ringsted,LAND,"Hjelmsølille By, Sneslev",12az,679894.567,6141484.906,Stamdata,163449,,,,,,,,,,,,"129,680","161,180","168,220","157,380","169,480","163,560","176,200","162,200","119,400","152,040","154,280","107,520","142,120","111,860","26,500",,,,,,,,,,,,,,,,,,,,,,,
570714700000008542,9/1/1989,10/7/2014,150,23,30,Wind World,W 2500-150 ,329,Ringsted,LAND,Vetterslev,12b m.f,675752.61,6140845.62,"GST, 18-02-2013",167071,,,,,,,,,,,,,"66,846","329,166","287,320","284,202","264,282","360,322","335,898","251,120","276,610","326,434","253,543","286,076","233,208","227,626","243,395","228,097","272,041","260,932","313,783","311,776","269,215","245,253","285,598","276,016","229,729","188,840",,,,,,,,,,,
570714700000008771,1/1/1992,11/23/2011,225,20,40,Vestas Wind Systems A/S,V 20-5 ,329,Ringsted,LAND,Sneslev,1r,683249.73,6139974.94,"GST, 18-02-2013",2100223,,,,,,,,,,,,,,,,"399,224","326,807","440,698","391,546","320,173","354,387","405,874","322,520","362,211","226,268","248,369","280,661","358,010","334,232","321,695","406,818","406,251","336,163","338,501","268,073",,,,,,,,,,,,,,
570714700000008795,1/1/1990,11/23/2011,130,20,40,Vestas Wind Systems A/S,V 20,329,Ringsted,LAND,Sneslev,1r,683405.34,6139819.95,"GST, 18-02-2013",174141,,,,,,,,,,,,,,"215,939","226,237","230,663","188,822","254,626","226,227","184,989","204,757","234,505","186,345","209,277","192,756","248,369","191,148","168,092","156,679","138,593","184,395","126,445","85,937","50,425","4,513","110,669",,,,,,,,,,,,,
570714700000009198,6/24/1988,8/20/2002,150,23.8,30,BONUS,150   - MK lll,329,Ringsted,LAND,Ørslev,2,686568.546,6140730.916,Stamdata,176703,,,,,,,,,,,,"119,544","200,000","200,000","200,000","264,416","214,882","300,916","268,168","215,428","237,128","256,319","219,415","238,220","183,318","161,903",,,,,,,,,,,,,,,,,,,,,,,
570714700000012464,6/24/1998,3/21/2012,11,13,18.3,Gaia-Wind Ltd,Gaia 11  ,329,Ringsted,LAND,Vigersted,68a,682037.1,6151236.09,"GST, 18-02-2013",60446821,,,,,,,,,,,,,,,,,,,,,,"7,441","7,175","14,342","2,959","6,544","12,366","3,471","5,623","9,163","4,321","6,696","8,941","8,042","3,390",0,,,,,,,,,,,,,
570714700000014161,10/4/1996,11/5/2014,225,29.6,30,NEG Micon,NM 40/225,329,Ringsted,LAND,"Ørslev Under Skoven, Gyrstinge",13i,669762.75,6150882.84,"GST, 18-02-2013",195721,,,,,,,,,,,,,,,,,,,,"130,508","250,000","250,000","250,000","250,000","317,679","376,817","351,686","369,248","349,315","320,402","416,259","401,774","339,259","264,324","379,370","365,318","331,503","264,676",,,,,,,,,,,
570714700000001611,6/1/1991,10/3/2005,225,24,30,Danwin,DW 27-Danwin,330,Slagelse,LAND,Uoplyst,11a,651308,6132605,Stamdata,177513,,,,,,,,,,,,,,,"98,000","161,000","313,000","342,000","320,000","211,000","282,000","253,000","283,000","241,000","246,091","280,664","217,897","220,748","74,714",,,,,,,,,,,,,,,,,,,,
570714700000005459,3/18/1998,8/13/2012,750,44,40,NEG Micon,NM 1500-750/175  ,330,Slagelse,LAND,"Nordrup By, Nordrupvester",5a,652503.13,6151556.9,"GST, 18-02-2013",40054617,,,,,,,,,,,,,,,,,,,,,,"957,976","1,140,363","1,207,404","997,664","1,103,029","1,033,989","1,146,081","1,056,911","992,162","1,248,876","1,208,981","1,015,460","936,908","1,199,508","458,075",,,,,,,,,,,,,
570714700000005633,2/1/1987,1/31/2007,160,23,30,Wind World,W 2320,330,Slagelse,LAND,"Forlev By, Vemmelev",7c,642382.39,6140088.16,"GST, 18-02-2013",401-71271,,,,,,,,,,,"29,540","362,680","319,640","348,357","315,253","316,323","329,990","341,973","313,200","265,623","283,867","315,097","192,391","278,772","241,036","239,249","239,608","269,607","249,108","188,696","302,864","351,441",,,,,,,,,,,,,,,,,
570714700000006135,2/8/1989,8/31/2005,120,21,23.6,Wind World,I120/120,330,Slagelse,LAND,"Årslev By, Sønderup",12a,648741.8,6147971,Stamdata,074-00234,,,,,,,,,,,,,"155,258","197,660","180,340","205,080","199,360","217,280","203,980","162,100","182,120","186,100","166,698","182,139","148,006","141,104","86,245","163,440","42,312",,,,,,,,,,,,,,,,,,,,
570714700000006326,4/4/1986,1/25/2002,75,17,22,Windmatic,VM 17 S,330,Slagelse,LAND,Dansk Vindkraft,14b,649891,6145274,Stamdata,094-00389,,,,,,,,,,"108,020","137,430","162,620","150,700","162,040","145,890","152,650","160,720","166,730","151,630","128,050","136,490","156,320","126,600","139,000","117,260",0,,,,,,,,,,,,,,,,,,,,,,,
570714700000006357,4/14/1988,12/10/2001,160,23.2,24,Wind World,160,330,Slagelse,LAND,"Sørbylille By, Sludstrup",5a,653290.039,6137398.718,Stamdata,097-00179-gl.,,,,,,,,,,,,,,,,,,,,,,,,,"153,327",,,,,,,,,,,,,,,,,,,,,,,,
570714700000006609,10/1/1986,12/6/2016,99,20.5,28,Nordtank,NTK 99 F,330,Slagelse,LAND,Hyllested,6a,656829.98,6127992.36,"GST, 18-02-2013",143677,,,,,,,,,,"30,996","152,083","189,341","187,940","186,240","151,360","182,880","174,220","201,900","180,140","141,356","150,368","149,784","149,352","168,104","137,456","159,816","143,776","125,565","107,169","119,763","188,950","187,696","162,610","133,675","125,924","140,835","119,813","154,126","176,223","68,172",,,,,,,,,
570714700000007149,8/1/1985,9/9/2002,95,16.5,25,BONUS,96,330,Slagelse,LAND,"Lindeskov, Boeslunde",1a,642457.748,6127426.925,Stamdata,154654,,,,,,,,,"121,780","200,000","200,000","200,000","271,380","265,730","231,470","260,540","239,160","270,280","255,830","164,750","202,200","177,910","197,580","217,730","170,400","112,740",,,,,,,,,,,,,,,,,,,,,,,
570714700000007668,12/1/1987,11/18/2002,95,19,24,Tellus,DW 95,330,Slagelse,LAND,Agersø By,5b,638623.798,6121121.94,Stamdata,162081,,,,,,,,,,,,"250,000","277,086","287,597","266,226","285,688","250,785","290,802","253,868","214,409","238,413","307,637","250,589","255,972","229,502","137,188",,,,,,,,,,,,,,,,,,,,,,,
570714700000007729,10/1/1987,2/17/2011,150,23,24,BONUS,150/30 kW,330,Slagelse,LAND,Skørpinge,124a,650272.686,6134977.899,Stamdata,162449,,,,,,,,,,,"4,420","250,000","250,000","321,400","292,300","311,960","274,780","329,560","321,200","246,300","265,460","300,052","283,851","279,102","235,049","222,439","247,620","267,205","249,150","217,213","263,542","276,223","142,144","195,312","15,108",,,,,,,,,,,,,,
570714700000007910,3/17/1988,10/19/2016,150,23,24.5,BONUS,150,330,Slagelse,LAND,"Gryderup By, Boeslunde",8a,642275.73,6132025.68,"GST, 18-02-2013",163469,,,,,,,,,,,,"39,150","300,000","359,740","328,970","360,000","307,290","357,580","364,200","279,020","291,100","368,046","301,723","315,645","255,789","287,546","262,020","292,163","247,926","260,521","289,041","300,720","184,760","241,292","291,064","270,591","257,511","266,059","306,672","158,035",,,,,,,,,
570714700000007941,4/1/1988,3/31/2005,200,23.2,30,SLETTES-Danwind,DW 23 C-Danwin,330,Slagelse,LAND,"Bøgelunde By, Sønder-Bjerge",9b,654819.692,6125154.931,Stamdata,163582,,,,,,,,,,,,"84,053","250,000","292,716","358,854","379,629","329,469","370,227","372,750","268,119","216,465","183,507","207,992","324,618","267,476","282,883","281,008","227,848",0,,,,,,,,,,,,,,,,,,,,
570714700000007965,5/20/1988,12/9/2002,99,21,28,Wincon,W 99 XT,330,Slagelse,LAND,"Vollerslev By, Gimlinge",5g,654620.665,6135443.898,Stamdata,163654,,,,,,,,,,,,891,"200,000","213,230","199,936","212,824","199,800","232,785","218,730","168,910","177,330","217,427","169,736","189,935","160,506","169,979",,,,,,,,,,,,,,,,,,,,,,,
570714700000008177,11/1/1988,10/19/2016,150,23,24.5,BONUS,150/30 kW,330,Slagelse,LAND,Lundforlund,17h,646791.66,6134615.56,"GST, 18-02-2013",164810,,,,,,,,,,,,"117,620","343,000","357,000","308,560","359,880","350,000","384,160","337,000","272,420","330,420","331,020","300,837","320,047","269,621","297,434","283,429","305,589","292,719","258,929","298,973","298,561","266,440","231,048","324,119","296,988","270,669","295,575","329,732","179,057",,,,,,,,,
570714700000008191,12/1/1988,1/26/2016,150,24,30,Danwin,DW 24-200  ,330,Slagelse,LAND,Skørpinge,19a m.f,649552.01,6134900.86,"GST, 18-02-2013",165081,,,,,,,,,,,,"35,540","263,740","297,340","295,500","304,900","251,120","331,340","289,580","248,300","257,540","291,420","226,845","277,344","240,816","258,450","243,614","256,851","248,492","222,862","295,630","277,993","242,966","215,840","275,032","247,132","232,439","201,760","203,302",0,,,,,,,,,
570714700000008207,4/3/1989,5/16/2011,200,25.5,31,Smedemester,LOLLAND 200/40 ,330,Slagelse,LAND,"Halseby By,Tårnborg",1b,639531.745,6137237.895,Stamdata,165117,,,,,,,,,,,,,"116,908","400,000","350,000","279,618","337,734","181,629","332,823","267,840","393,261","405,114","381,403","318,609","331,189","361,132","340,924","380,877","363,062","341,669","412,312","261,211","290,192","244,784","133,519",,,,,,,,,,,,,,
570714700000008481,6/13/1989,10/21/2014,150,24.6,32.5,Nordtank,NTK 150 XLR-Nordtank,330,Slagelse,LAND,Hyllested,7,656553.52,6126861.07,"GST, 18-02-2013",166421,,,,,,,,,,,,,"381,656","356,510","317,020","336,620","276,156","372,780","327,400","273,440","292,160","343,493","278,695","302,139","247,810","280,882","261,967","176,958","246,133","242,539","262,956","221,279","201,111","202,276","252,527","210,473","215,376","69,230",,,,,,,,,,,
570714700000008498,12/1/1989,6/5/2017,250,26,30,Micon,M 450-250  ,330,Slagelse,LAND,"Tjæreby By, Tjæreby",7a,650430.1,6123640.44,"GST, 18-02-2013",166519,,,,,,,,,,,,,0,"468,615","414,969","434,802","365,358","467,433","414,459","332,178","366,792","422,654","344,099","378,023","316,143","346,253","267,451","331,288","327,258","301,759","302,401","322,248","316,726","285,336","354,199","336,396","277,053","321,986","398,388","272,931","21,862","33,373","22,254","32,241","25,433","3,028",,,"138,192"
