#source : https://ens.dk/en/our-services/statistics-data-key-figures-and-energy-maps/overview-energy-sector
GSRN,connection_to_grid_date,capacity_kW,rotor_diameter_m,hub_height_m,manufacturer,model,local_authority_no,local_authority_name,location_type,cadastral_district,cadastral_no,x,y,coordinate_origin,installation_number,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_07,2017_08
571313174001641251,12/15/2016,3300,117,91.5,Vestas Wind Systems A/S,V117-3.3 MW,320,Faxe,LAND,"Turebyholm Hgd., Tureby",2a,696339,6139432,Stamdata,61063011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"318,299","488,749","674,737","719,627","805,104","553,934","687,324","534,037","582,787"
571313174001641268,12/21/2016,3300,117,91.5,Vestas Wind Systems A/S,V117-3.3 MW,320,Faxe,LAND,"Turebyholm Hgd., Tureby",2a,696261,6139827,Stamdata,61063012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"299,673","635,318","685,183","689,727","794,840","540,543","623,942","520,670","517,220"
570714700000000683,9/25/1991,200,27,30,NEG Micon,NM 570-200  ,326,Kalundborg,LAND,"Algestrup Hgd., Føllenslev",1a,645138.79,6178329.93,"GST, 18-02-2013",019-01317,,,,,,,,,,,,,,,"53,587","378,575","411,686","439,406","403,831","336,859","369,799","411,484","318,221","373,657","323,012","347,603","313,101","364,816","309,415","286,398","400,619","349,608","320,380","292,393","364,819","288,410","297,733","344,042","393,040","278,860","25,291","32,289","24,996","29,067","24,933","32,327","18,731","19,700"
570714700000000690,9/25/1991,200,27,30,Micon,M 570-200  ,326,Kalundborg,LAND,"Algestrup Hgd., Føllenslev",1a,645007.56,6178257.59,"GST, 18-02-2013",019-01317,,,,,,,,,,,,,,,"53,587","378,575","411,686","439,406","403,831","336,859","369,799","411,484","318,221","373,657","323,012","347,603","313,101","364,816","309,415","286,398","400,619","349,608","320,380","292,393","364,819","288,410","297,733","344,042","393,040","278,860","25,291","32,289","24,996","29,067","24,933","32,327","18,731","19,700"
570714700000000706,9/25/1991,200,27,30,Micon,M 570-200  ,326,Kalundborg,LAND,"Algestrup Hgd., Føllenslev",1a,645270.25,6178402.68,"GST, 18-02-2013",019-01317,,,,,,,,,,,,,,,"53,587","378,575","411,686","439,406","403,831","336,859","369,799","411,484","318,221","373,657","323,012","347,603","313,101","364,816","309,415","286,398","400,619","349,608","320,380","292,393","364,819","288,410","297,733","344,042","393,040","278,860","25,291","32,289","24,996","29,067","24,933","32,327","18,731","19,700"
570714700000001079,1/23/1996,600,41,35,BONUS,600   - MK l,326,Kalundborg,LAND,"Tjørnelunde By, Finderup",4a,647543.35,6153632.45,"GST, 18-02-2013",60421127,,,,,,,,,,,,,,,,,,,,"687,484","791,671","979,746","773,863","862,725","741,689","825,157","721,713","825,276","785,168","686,825","824,189","866,436","748,505","689,151","799,756","790,833","698,380","794,177","923,267","676,928","51,184","86,487","60,072","91,745","61,514","78,205","41,473","49,253"
570714700000001086,1/23/1996,600,41,35,BONUS,600   - MK l,326,Kalundborg,LAND,"Tjørnelunde By, Finderup",4a,647547.71,6153523.16,"GST, 18-02-2013",60421127,,,,,,,,,,,,,,,,,,,,"687,484","791,671","979,746","702,155","760,956","676,029","794,716","726,185","792,265","717,984","672,454","868,399","723,081","683,051","677,126","821,255","794,078","692,526","764,407","866,981","648,783","48,237","87,210","60,483","89,610","61,537","77,788","36,691","48,698"
570714700000001093,1/23/1996,600,41,35,BONUS,600   - MK l,326,Kalundborg,LAND,"Tjørnelunde By, Finderup",4a,647552.34,6153412.61,"GST, 18-02-2013",60421127,,,,,,,,,,,,,,,,,,,,"687,484","791,671","979,746","702,155","760,956","676,029","794,716","726,185","792,265","717,984","672,454","868,399","723,081","683,051","677,126","821,255","794,078","692,526","764,407","866,981","648,783","48,237","87,210","60,483","89,610","61,537","77,788","36,691","48,698"
570714700000003134,4/21/1999,600,43,44.5,Nordtank,NTK 600/180-Nordtank,326,Kalundborg,LAND,"Særslev By, Særslev",13e,649549.18,6178558.6,"GST, 18-02-2013",070-00757,,,,,,,,,,,,,,,,,,,,,,,"625,761","1,278,631","981,036","1,079,407","1,113,975","952,970","1,007,793","915,636","1,285,301","1,203,671","1,087,596","997,999","1,268,789","1,182,506","996,898","1,070,490","1,180,194","969,616","85,006","126,799","94,687","133,698","81,684","111,149","54,456","70,693"
570714700000003141,4/21/1999,600,43,44.5,Nordtank,NTK 600/180-Nordtank,326,Kalundborg,LAND,"Særslev By, Særslev",13d,649560.68,6178423.65,"GST, 18-02-2013",070-00758,,,,,,,,,,,,,,,,,,,,,,,"702,382","1,157,080","1,076,515","1,150,877","968,236","1,012,052","1,060,495","933,745","1,220,719","1,090,957","894,535","999,649","1,240,933","1,187,427","1,014,734","1,123,254","1,278,815","1,021,461","86,442","127,809","100,441","135,251","79,386","112,906","70,176","63,373"
570714700000003158,4/21/1999,600,43,44.5,Nordtank,NTK 600/180-Nordtank,326,Kalundborg,LAND,"Særslev By, Særslev",13c,649572.56,6178289.47,"GST, 18-02-2013",070-00758,,,,,,,,,,,,,,,,,,,,,,,"702,382","1,157,080","1,076,515","1,150,877","968,236","1,012,052","1,060,495","933,745","1,220,719","1,090,957","894,535","999,649","1,240,933","1,187,427","1,014,734","1,123,254","1,278,815","1,021,461","86,442","127,809","100,441","135,251","79,386","112,906","70,176","63,373"
570714700000003233,9/8/1999,750,44,40,NEG Micon,NM 1500-750/175  ,326,Kalundborg,LAND,"Solbjerg By, Solbjerg",3g,648216.29,6148766.75,"GST, 18-02-2013",061-00155,,,,,,,,,,,,,,,,,,,,,,,"423,588","1,119,178","952,026","997,410","939,944","1,054,929","978,864","917,543","1,172,692","1,094,198","951,605","893,488",,"367,315","884,462","955,287","1,124,343","818,998","66,205","95,018","68,048","101,149","74,365","93,919","48,279","58,666"
570714700000003240,9/8/1999,750,44,40,NEG Micon,NM 1500-750/175  ,326,Kalundborg,LAND,"Solbjerg By, Solbjerg",3h,648358.34,6148814.55,"GST, 18-02-2013",061-00156,,,,,,,,,,,,,,,,,,,,,,,"409,975","1,096,203","955,269","997,410","939,944","1,054,929","978,864","917,543","1,172,692","1,094,198","951,605","893,488",,"367,944","907,044","975,609","1,102,543","807,032","64,002","96,092","67,338","104,087","76,384","94,873","49,545","57,798"
570714700000003257,9/8/1999,750,44,40,NEG Micon,NM 1500-750/175  ,326,Kalundborg,LAND,"Solbjerg By, Solbjerg",3i,648500.53,6148861.95,"GST, 18-02-2013",061-00157,,,,,,,,,,,,,,,,,,,,,,,"386,884","1,149,832","973,048","997,410","939,944","1,054,929","978,864","917,543","1,172,692","1,094,198","951,605","893,488",,"368,449","922,195","972,383","1,109,320","823,510","64,339","100,715","69,735","107,209","79,539","96,179","50,402","57,019"
570714700000003264,9/9/1999,750,44,40,NEG Micon,NM 1500-750/175  ,326,Kalundborg,LAND,"Kirke-Helsinge By, Kirke Helsinge",25az,640149.58,6153905.11,"GST, 18-02-2013",039-02156,,,,,,,,,,,,,,,,,,,,,,,"374,929","1,277,510","1,125,734","1,174,747","1,099,745","1,263,015","1,128,788","1,082,703","1,369,434","1,318,972","1,132,656","968,342",,,"999,454","1,171,450","1,359,299","1,008,355","88,891","114,161","84,472","108,033","82,037","97,964","54,908","74,025"
570714700000003271,9/9/1999,750,44,40,NEG Micon,NM 1500-750/175  ,326,Kalundborg,LAND,"Kirke-Helsinge By, Kirke Helsinge",25ay,640002.65,6153894.66,"GST, 18-02-2013",039-02157,,,,,,,,,,,,,,,,,,,,,,,"474,414","1,318,230","1,114,398","1,174,747","1,099,745","1,263,015","1,128,788","1,082,703","1,369,434","1,318,972","1,132,656","968,342",,,"1,010,495","1,175,826","1,367,366","1,018,555","94,042","109,105","84,937","111,362","76,244","98,090","55,752","76,651"
570714700000003288,9/14/1999,750,44,40,NEG Micon,NM 1500-750/175  ,326,Kalundborg,LAND,"Ulstrup By, Bakkendrup",16g,641997.34,6157908.84,"GST, 18-02-2013",006-00151,,,,,,,,,,,,,,,,,,,,,,,"434,275","1,204,628","1,023,424","1,096,681","1,046,239","1,119,908","1,013,014","935,428","1,253,203","1,160,788","1,047,076","970,423",,,"914,631","1,101,049","1,279,649","970,253","87,293","105,787","79,756","120,160","79,279","102,084","60,701","72,077"
570714700000003295,9/14/1999,750,44,40,NEG Micon,NM 1500-750/175  ,326,Kalundborg,LAND,"Ulstrup By, Bakkendrup",16h,642147.46,6157910.33,"GST, 18-02-2013",006-00152,,,,,,,,,,,,,,,,,,,,,,,"379,446","1,121,594","1,020,557","1,096,681","1,046,239","1,119,908","1,013,014","935,428","1,253,203","1,160,788","1,047,076","970,423",,,"883,190","1,049,718","1,174,697","884,382","77,023","98,481","70,685","102,136","76,932","88,839","52,144","58,722"
570714700000003301,9/29/1999,750,44,40,Micon,M 1500-750/175  ,326,Kalundborg,LAND,"Uglerup By, Buerup",5l,649835.45,6163001.2,"GST, 18-02-2013",012-00424,,,,,,,,,,,,,,,,,,,,,,,"340,576","1,103,842","1,025,778","1,099,489","1,039,579","1,160,487","1,037,539","948,755","1,245,270","1,208,085","1,030,588","952,805",,,"837,998","992,287","1,168,231","867,568","80,057","102,471","73,497","111,591","77,793","95,351","52,133","59,988"
570714700000003318,9/29/1999,750,44,40,NEG Micon,NM 1500-750/175  ,326,Kalundborg,LAND,"Uglerup By, Buerup",5k,649738.17,6162900.18,"GST, 18-02-2013",012-00425,,,,,,,,,,,,,,,,,,,,,,,"340,576","1,273,682","1,065,638","1,099,489","1,039,579","1,160,487","1,037,539","948,755","1,245,270","1,208,085","1,030,588","952,805",,,"962,224","1,163,601","1,371,638","1,012,635","93,417","122,872","91,385","126,046","87,197","110,172","63,096","72,783"
570714700000003370,11/16/1999,750,44,40,NEG Micon,NM 1500-750/175  ,326,Kalundborg,LAND,"Birkendegård Hgd., Værslev",1bm,639376.3,6171333.79,"GST, 18-02-2013",088-00315,,,,,,,,,,,,,,,,,,,,,,,"143,726","1,100,672","915,618","966,171","933,752","1,059,217","974,353","874,147","1,120,967","1,107,825","914,173","849,170",,,"731,207","936,235","1,073,334","826,214","84,619","84,576","72,720","105,152","70,587","91,159","52,591","58,259"
570714700000003387,11/16/1999,750,44,40,NEG Micon,NM 1500-750/175  ,326,Kalundborg,LAND,"Birkendegård Hgd., Værslev",1bl,639297.72,6171227.89,"GST, 18-02-2013",088-00316,,,,,,,,,,,,,,,,,,,,,,,"205,361","112,928","940,737","966,171","933,752","1,059,217","974,353","874,147","1,120,967","1,107,825","914,173","849,170",,,"783,457","954,947","1,114,903","826,950","83,695","92,429","73,198","72,335","72,434","92,405","51,927","58,379"
570714700000003394,11/16/1999,750,44,40,NEG Micon,NM 1500-750/175  ,326,Kalundborg,LAND,"Birkendegård Hgd., Værslev",1bi,639218.31,6171122.42,"GST, 18-02-2013",088-00317,,,,,,,,,,,,,,,,,,,,,,,"177,603","1,156,392","950,288","966,171","933,752","1,059,217","974,353","874,147","1,120,967","1,107,825","914,173","849,170",,,"801,299","974,397","1,141,152","854,098","81,410","93,524","75,841","102,190","69,305","88,918","49,398","58,975"
570714700000003400,12/21/1999,1000,54,48,BONUS,1 MW,326,Kalundborg,LAND,"Birkendegård Hgd., Værslev",1bf,638084.2,6171351.59,"GST, 18-02-2013",088-00319,,,,,,,,,,,,,,,,,,,,,,,0,"1,799,507","1,570,393","1,746,512","1,705,614","1,831,794","1,656,957","1,418,698","1,891,070","1,819,719","1,613,506","1,493,036",,,"1,361,736","1,498,367","1,857,917","1,419,079","148,866","157,379","138,784","162,422","122,589","155,149","85,604","106,903"
570714700000003417,12/21/1999,1000,54,48,BONUS,1 MW,326,Kalundborg,LAND,"Birkendegård Hgd., Værslev",1bg,638029.09,6171196.27,"GST, 18-02-2013",088-00319,,,,,,,,,,,,,,,,,,,,,,,0,"1,914,923","1,599,492","1,746,512","1,705,614","1,831,794","1,656,957","1,418,698","1,891,070","1,819,719","1,613,506","1,493,036",,,"1,440,860","1,701,206","2,048,772","1,442,065","133,440","162,786","142,695","166,104","118,341","161,990","82,141","107,494"
570714700000003479,1/26/2000,750,44,40,NEG Micon,NM 1500-750/175  ,326,Kalundborg,LAND,"Svallerup By, Svallerup",12f,638633.7,6164082.48,"GST, 18-02-2013",067-02464,,,,,,,,,,,,,,,,,,,,,,,,"1,159,488","1,097,045","1,160,496","1,077,000","1,216,914","1,088,372","980,705","1,230,949","1,151,194","1,079,641","992,769",,,"933,799","1,142,666","1,381,119","1,027,881","92,395","111,346","85,247","119,567","77,101","112,658","62,062","80,163"
570714700000003486,1/26/2000,750,44,40,NEG Micon,NM 1500-750/175  ,326,Kalundborg,LAND,"Svallerup By, Svallerup",12g,638801.44,6164070.08,"GST, 18-02-2013",067-02465,,,,,,,,,,,,,,,,,,,,,,,,"1,062,700","1,086,072","1,160,496","1,077,000","1,216,914","1,088,372","980,705","1,230,949","1,151,194","1,079,641","992,769",,,"901,256","1,076,774","1,276,293","955,168","87,085","104,702","78,052","103,247","71,900","98,867","53,838","73,300"
570714700000003493,1/26/2000,750,44,40,NEG Micon,NM 1500-750/175  ,326,Kalundborg,LAND,"Ubby By, Ubby",21b,638969.37,6164057.98,"GST, 18-02-2013",067-02466,,,,,,,,,,,,,,,,,,,,,,,,"1,082,044","1,070,139","1,160,496","1,077,000","1,216,914","1,088,372","980,705","1,230,949","1,151,194","1,079,641","992,769",,,"917,764","1,104,943","1,294,059","953,594","84,632","107,639","79,305","102,378","77,197","99,890","54,030","72,908"
570714700000005282,1/13/1997,550,37,35,Nordtank,NTK 500/37-Nordtank,326,Kalundborg,LAND,"Egemarke Hgd., Føllenslev",3qx,648069.73,6180075.56,"GST, 18-02-2013",40076289,,,,,,,,,,,,,,,,,,,,,"821,621","1,116,326","914,323","975,335","824,002","870,101","857,101","937,795","843,493","780,508","1,019,425","985,677","784,805","776,926","946,261","918,828","793,735","892,134","903,691","735,562","71,685","93,786","70,632","94,597","59,236","86,600","50,018","54,492"
570714700000005299,1/13/1997,550,37,35,Nordtank,NTK 500/37-Nordtank,326,Kalundborg,LAND,"Egemarke Hgd., Føllenslev",3a,647928.64,6180222.66,"GST, 18-02-2013",40076297,,,,,,,,,,,,,,,,,,,,,"964,472","1,147,528","922,861","1,002,594","853,621","945,019","896,358","886,329","805,020","630,604","1,000,365","973,797","774,746","767,401","991,924","922,197","766,279","822,830","984,910","770,678","74,868","94,505","73,111","93,177","54,223","88,087","52,166","56,043"
570714700000005305,1/13/1997,550,37,35,Nordtank,NTK 500/37-Nordtank,326,Kalundborg,LAND,"Egemarke Hgd., Føllenslev",3qv,647793.77,6180376.3,"GST, 18-02-2013",40076280,,,,,,,,,,,,,,,,,,,,,"964,382","1,148,436","945,106","996,522","819,755","917,275","883,669","963,840","866,950","645,706","1,081,535","1,019,773","863,966","799,075","697,900","955,109","816,923","926,311","961,352","703,214","74,356","96,087","75,004","95,997","62,031","88,841","52,301","56,272"
570714700000005343,5/27/1997,600,44,40,NEG Micon,NM 1500-600,326,Kalundborg,LAND,"Kulby By, Finderup",8d,647926.86,6155307.71,"GST, 18-02-2013",60145384,,,,,,,,,,,,,,,,,,,,,"569,525","1,389,949","1,150,176","1,212,569","850,150","886,579","1,109,950","1,204,034","1,122,260","1,036,715","1,303,183","1,227,489","1,051,646","1,022,724","1,205,016","1,170,865","1,026,924","1,146,127","1,275,205","975,221","76,010","107,829","87,584","119,681","81,829","109,250","59,985","73,085"
570714700000005367,5/27/1997,600,44,40,NEG Micon,NM 1500-600,326,Kalundborg,LAND,"Kulby By, Finderup",8b,648072.19,6155031.88,"GST, 18-02-2013",60145407,,,,,,,,,,,,,,,,,,,,,"530,211","1,270,174","1,012,113","1,114,843","942,762","1,072,803","1,024,220","1,099,454","1,036,512","943,331","1,208,815","1,127,296","967,287","908,606","1,078,652","1,081,362","934,743","1,037,878","1,130,223","818,980","71,691","105,410","79,219","111,238","76,457","102,686","54,148","65,302"
570714700000005374,5/27/1997,600,44,40,NEG Micon,NM 1500-600,326,Kalundborg,LAND,"Kulby By, Finderup",8c,647999.48,6155168.25,"GST, 18-02-2013",60145397,,,,,,,,,,,,,,,,,,,,,"548,808","1,291,359","1,057,409","1,121,472","949,093","1,104,266","994,016","1,096,398","1,016,722","923,026","1,189,599","1,148,651","997,136","835,274","1,022,488","912,067","948,253","1,060,567","1,072,544","668,953","73,374","104,324","80,314","114,565","78,119","105,351","55,642","67,091"
570714700000005435,1/21/1998,600,43,44.5,Nordtank,NTK 600/180-Nordtank,326,Kalundborg,LAND,"Særslev By, Særslev",13a,649537.46,6178692.8,"GST, 18-02-2013",40033742,,,,,,,,,,,,,,,,,,,,,,"1,382,537","1,198,041","1,273,231","1,116,350","1,135,069","1,149,773","1,243,330","1,011,029","975,240","1,381,357","1,267,127","1,121,333","1,023,728","1,223,498","1,198,647","956,314","1,135,531","1,271,813","999,313","87,240","121,671","92,701","126,334","72,604","114,863","68,740","72,127"
570714700000005442,1/21/1998,600,43,44.5,Nordtank,NTK 600/180-Nordtank,326,Kalundborg,LAND,"Særslev By, Særslev",13a,649584.24,6178156.95,"GST, 18-02-2013",40033751,,,,,,,,,,,,,,,,,,,,,,"1,410,272","1,175,173","1,157,883","1,061,552","1,145,055","1,110,387","1,217,500","1,098,095","982,567","1,318,865","1,207,428","961,258","973,698","1,215,752","1,140,740","884,829","1,107,003","1,224,294","808,243","84,921","121,222","95,210","125,494","78,348","110,973","63,304","68,454"
570714700000005473,4/3/1998,750,44,46,NEG Micon,NM 1500-750/175  ,326,Kalundborg,LAND,"Kirke Helsinge By, Kirke Helsinge",22c,640327.2,6155360.9,"GST, 18-02-2013",40026243,,,,,,,,,,,,,,,,,,,,,,"1,037,821","1,296,325","1,379,396","1,191,046","1,257,776","1,199,574","1,327,526","1,252,399","1,158,216","1,459,413","1,394,894","1,173,905","1,094,709","1,368,202","1,331,861","1,135,535","1,223,358","1,403,698","1,017,795","59,901","60,962","46,747","65,682","46,962","105,539","63,031","83,513"
570714700000005480,4/24/1998,750,44,46,NEG Micon,NM 1500-750/175  ,326,Kalundborg,LAND,"Rye By, Gørlev",12a,640532.3,6155310.67,"GST, 18-02-2013",40042446,,,,,,,,,,,,,,,,,,,,,,"938,148","1,280,599","1,350,422","1,168,770","1,237,917","1,181,291","1,298,198","1,221,283","1,139,909","1,398,221","1,375,165","1,148,437","1,045,361","1,323,336","1,271,517","1,127,364","1,191,288","1,385,571","1,040,780","96,497","117,018","55,291","50,455","79,412","109,009","59,166","80,809"
570714700000005497,4/3/1998,750,44,46,NEG Micon,NM 1500-750/175  ,326,Kalundborg,LAND,"Rye By, Gørlev",12i,640735.87,6155261.19,"GST, 18-02-2013",40042454,,,,,,,,,,,,,,,,,,,,,,"1,026,566","1,222,094","1,389,005","1,185,290","1,275,990","1,223,685","1,342,646","1,232,734","1,169,941","1,429,374","1,381,341","1,178,115","1,073,776","1,283,561","1,253,655","1,138,256","1,238,015","1,393,798","1,082,413","98,153","121,101","92,827","125,691","85,948","112,438","61,657","83,617"
570714700000005763,9/21/1981,22,10,18,Kongsted,22-Kongsted,326,Kalundborg,Land,,,637005.459999999,6155298.11,"GeoDanmark, 12-03-2017",,,,,,,,"21,658","26,426","21,093","23,886","21,117","26,590","22,633","24,420","25,122","21,420","8,437","26,504","17,612","16,416","22,347","25,393","20,703","20,343","25,172","9,722","20,394","27,223","22,425","20,702","12,072","19,754","20,065","14,679","17,294","15,051","12,485","16,537","21,154","8,823",0,0,0,0,0,0,0,0
570714700000005800,3/15/1990,150,22,31,Ukendt,Ukendt-Ukendt,326,Kalundborg,LAND,"Dalby By, Kirke Helsinge",3c,636187.66,6153926.28,"GST, 18-02-2013",40024859,,,,,,,,,,,,,,"85,455","85,455","85,456","179,660","306,880","208,240",0,"68,840","388,920","262,962",0,"156,973","252,375","237,570","149,581","232,855","302,216","351,916","259,356","310,979","279,900","398,517","411,752","356,697","390,182","407,064","195,708",,,,,,,,
570714700000005817,7/6/1999,150,22,31,NEG Micon,W 2800 150  ,326,Kalundborg,LAND,"Dalby By, Kirke Helsinge",3c,636192.28,6153813.27,"GST, 18-02-2013",60066601,,,,,,,,,,,,,,"190,305","220,273","235,693","174,240","292,480","237,760","162,280","20,400","336,540","208,661","376,300","326,751","356,153","320,586","390,009","364,097","329,276","379,172","274,222","302,727","339,734","445,536","427,950","354,315","418,446","462,200","346,354","32,950","38,232","30,196","38,150","27,758","36,350","21,650","30,548"
570714700000005824,12/15/1993,150,28,31,Wind World,W 2800-150 ,326,Kalundborg,LAND,"Vinde Helsinge By, Kirke Helsinge",10i,636797.61,6154848.19,"GST, 18-02-2013",40024889,,,,,,,,,,,,,,,,,"31,520","505,540","484,160","401,840","425,500","498,280","434,737","460,103","382,226","417,453","404,941","444,170","410,079","406,929","480,531","440,031","409,035","381,852","396,759","338,157","381,510","417,112","474,285","258,747",,,,,,,,
570714700000005947,9/5/1983,75,15,18,Vestas Wind Systems A/S,V 55-16 ,326,Kalundborg,LAND,"Nyrup By, Raklev",8c,627520.63,6175919.28,"GST, 18-02-2013",40182925,,,,,,,"47,310",0,"112,320","147,260","121,950","155,780","144,200","157,890","137,100","141,480","147,560","145,620","161,610","98,250","126,630","147,520","121,450","133,460","91,840","129,886","144,940","161,276","154,956","126,614","152,261","152,691","130,255","132,915","148,723","146,396","131,049","127,590","119,541","84,412","6,743","6,545","5,533","6,199","4,901","6,558","3,740","5,110"
570714700000005954,5/5/1986,75,15,18,Vestas Wind Systems A/S,V 55-16 ,326,Kalundborg,LAND,"Nyrup By, Raklev",7a,627635.9,6175855.29,"GST, 18-02-2013",40182925,,,,,,,,,,"103,420","132,550","157,810","144,060","155,810","140,270","139,960","149,640","147,990","152,390","113,660","128,690","150,930","126,940","132,700","122,460","126,690","130,148","141,926","141,804","118,110","152,261","152,691","130,255","132,915","148,723","146,396","131,049","127,590","119,541","84,412","6,743","6,545","5,533","6,199","4,901","6,558","3,740","5,110"
570714700000005961,5/5/1986,55,15,18,Vestas Wind Systems A/S,V 55-16 ,326,Kalundborg,LAND,"Nyrup By, Raklev",8c,627695.98,6175984.38,"GST, 18-02-2013",40172811,,,,,,,,,,"111,920","143,540","176,130","162,560","170,050","156,240","159,060","161,990","166,100","167,260","123,590","143,650","168,670","141,390","150,150","138,030","126,620","24,434","77,025","75,256","59,589","90,597","80,229","66,177","61,071","71,298","72,646","37,460","54,333","60,851","43,322","4,728","4,165","3,394","5,475","3,302","3,866","1,682","2,321"
570714700000005978,2/3/2006,75,15,18,Vestas Wind Systems A/S,V 55-16 ,326,Kalundborg,LAND,"Nyrup By, Raklev",7a,627802.25,6175642.69,"GST, 18-02-2013",40182954,,,,,,,,,,"98,790","128,510","148,850","133,080","147,500","124,400","128,930","146,560","146,860","137,090","121,460","123,760","146,500","117,420","123,200","102,300","114,850","128,776","143,304","139,770","127,286","158,204","93,454","129,720","118,178","138,990","123,848","118,570","130,023","137,145","88,630","7,899","8,817","10,187","12,224","9,596","12,806","7,197","8,991"
570714700000006067,1/8/1988,150,24,30.2,Norwin,3 bladet stallreguleret,326,Kalundborg,LAND,"Svallerup By, Svallerup",18c,634855.5,6164520.01,"GST, 18-02-2013",40015010,,,,,,,,,,,,"344,800","367,500","336,850","344,350","294,300","331,300","427,600","370,000","329,500","341,550","404,300","345,339","357,989","295,546","391,080",,"264,896","232,107","304,054","363,594","331,799","281,300","279,946","329,997","329,859","261,116","254,150","354,036","307,603","26,138","31,984","27,071","30,873","21,178","26,014","22,793","21,876"
